SUBSISTEMA,TIPO INSTITUICAO,COD IES,COD UO,IES,IES UO,ASSOCIACAO,NUMERO REGISTO,CURSO,COD CURSO,ECTS,CNA/CL/CI,DURACAO,TIPO CURSO,COD CNAEF,LMA,REGIME GERAL DE ACESSO,MAIORES 23,DIPLOMADOS DET,DIPLOMADOS TESP,OUTROS CURSOS SUPERIORES,CURSOS DUPLA CERTIFICAÇÃO,MEDICINA PARA LICENCIADOS,ESTUDANTES INTERNACIONAIS,MUDANÇA DE PAR,REGIMES ESPECIAIS,TOTAL VAGAS CE,TOTAL VAGAS
Público,Politécnico,3130,3135,Instituto Politécnico do Porto,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,n/a,R/A-Cr 61/2025,Engenharia Física Aplicada,L213,180,CNA,3 Anos,L1,520,25,20,2,0,0,0,1,0,1,0,1,4,25
Público,Politécnico,3130,3135,Instituto Politécnico do Porto,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,n/a,R/A-Ef 839/2011,Engenharia Geotécnica e Geoambiente,9117,180,CNA,6 Semestres,L1,544,32,20,2,0,0,1,2,0,3,2,2,10,32
Público,Politécnico,3130,3135,Instituto Politécnico do Porto,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,n/a,R/A-Ef 840/2011,Engenharia Informática,9119,180,CNA,6 Semestres,L1,523,300,201,17,0,15,8,5,0,32,7,15,84,300
Público,Politécnico,3130,3135,Instituto Politécnico do Porto,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,n/a,R/A-Ef 841/2011,Engenharia Mecânica,9123,180,CNA,6 Semestres,L1,521,160,120,8,0,9,2,2,0,5,5,8,31,159
Público,Politécnico,3130,3135,Instituto Politécnico do Porto,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,n/a,R/A-Ef 842/2011,Engenharia Mecânica Automóvel,9936,180,CNA,6 Semestres,L1,525,67,45,3,0,0,2,4,0,4,6,3,19,67
Público,Politécnico,3130,3135,Instituto Politécnico do Porto,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,n/a,R/A-Ef 843/2011,Engenharia Química,9125,180,CNA,6 Semestres,L1,524,80,54,4,0,0,3,3,0,6,6,4,22,80
Público,Politécnico,3130,3135,Instituto Politécnico do Porto,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,n/a,R/A-Ef 836/2011,Engenharia de Sistemas,8316,180,CNA,6 Semestres,L1,529,60,42,3,0,1,2,2,0,4,3,3,15,60
Público,Politécnico,3130,3135,Instituto Politécnico do Porto,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,n/a,R/A-Cr 59/2020,Engenharia de Telecomunicações e Informática,9098,180,CNA,6 Semestres,L1,523,60,40,3,0,0,0,2,0,2,10,3,17,60
Público,Politécnico,3130,3135,Instituto Politécnico do Porto,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,n/a,R/A-Ef 775/2011,Engenharia e Gestão Industrial,9104,180,CNA,6 Semestres,L1,529,55,41,3,0,0,0,4,0,2,2,3,11,55
Público,Politécnico,3130,3138,Instituto Politécnico do Porto,Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão,n/a,R/A-Ef 3352/2011,Ciências Empresariais,9045,180,CNA,6 Semestres,L1,345,120,40,4,2,2,4,2,0,8,3,4,25,69
Público,Politécnico,3130,3138,Instituto Politécnico do Porto,Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão,n/a,R/A-Ef 3352/2011,Ciências Empresariais (regime pós-laboral),8097,180,CNA,6 Semestres,L1,345,0,21,18,1,1,3,1,0,2,2,2,28,51
Público,Politécnico,3130,3138,Instituto Politécnico do Porto,Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão,n/a,R/A-Ef 820/2011,Engenharia Informática,9119,180,CNA,6 Semestres,L1,523,90,70,3,0,3,3,2,0,3,4,2,18,90
Público,Politécnico,3130,3138,Instituto Politécnico do Porto,Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão,n/a,R/A-Cr 38/2018,Gestão Industrial e Logística,L030,180,CNA,6 Semestres,L1,345,35,20,2,1,1,3,1,0,1,4,2,13,35
Público,Politécnico,3130,3138,Instituto Politécnico do Porto,Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão,n/a,R/A-Ef 821/2011,Segurança Informática em Redes de Computadores,8398,180,CNA,6 Semestres,L1,481,30,22,1,0,1,1,1,0,1,1,2,6,30
Público,Politécnico,3130,3138,Instituto Politécnico do Porto,Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão,n/a,R/A-Cr 44/2015,Segurança do Trabalho e Ambiente,L091,180,CNA,6 Semestres,L1,862,50,20,8,1,5,1,1,0,8,3,3,27,50
Público,Politécnico,3130,3138,Instituto Politécnico do Porto,Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão,n/a,R/A-Cr 44/2013,Sistemas de Informação para a Gestão,8288,180,CNA,6 Semestres,L1,481,30,22,1,1,1,1,1,0,1,1,1,7,30
Público,Politécnico,3130,3138,Instituto Politécnico do Porto,Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão,n/a,R/A-Ef 822/2011,Solicitadoria,9242,180,CNA,6 Semestres,L1,380,150,38,10,3,3,5,1,0,13,6,4,41,83
Público,Politécnico,3130,3138,Instituto Politécnico do Porto,Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão,n/a,R/A-Ef 822/2011,Solicitadoria (regime pós-laboral),8015,180,CNA,6 Semestres,L1,380,0,19,21,2,2,5,1,0,8,5,4,44,67
Público,Politécnico,3130,3139,Instituto Politécnico do Porto,Instituto Politécnico do Porto - Escola Superior de Hotelaria e Turismo,n/a,R/A-Cr 79/2016,Gestão da Restauração e Catering,L131,180,CNA,6 Semestres,L1,811,50,30,3,2,1,1,6,0,2,3,2,18,50
Público,Politécnico,3130,3139,Instituto Politécnico do Porto,Instituto Politécnico do Porto - Escola Superior de Hotelaria e Turismo,n/a,R/A-Ef 827/2011,Gestão das Atividades Turísticas,9921,180,CNA,6 Semestres,L1,812,110,63,6,4,4,3,14,0,6,6,4,43,110
Público,Politécnico,3130,3139,Instituto Politécnico do Porto,Instituto Politécnico do Porto - Escola Superior de Hotelaria e Turismo,n/a,R/A-Ef 777/2011,Gestão e Administração Hoteleira,9164,180,CNA,6 Semestres,L1,811,75,44,4,3,2,1,7,0,4,6,4,27,75
Público,Politécnico,3130,3331,Instituto Politécnico do Porto,Instituto Politécnico do Porto - Escola Superior de Media Artes e Design,n/a,R/A-Ef 794/2011,Cinema e Audiovisual,9713,180,CNA,6 Semestres,L1,213,32,30,2,0,0,0,0,0,0,0,0,2,32
Público,Politécnico,3130,3331,Instituto Politécnico do Porto,Instituto Politécnico do Porto - Escola Superior de Media Artes e Design,n/a,R/A-Cr 773/2011,Design,9069,180,CNA,3 anos,L1,214,50,47,2,0,0,0,0,0,0,1,0,3,50
Público,Politécnico,3130,3331,Instituto Politécnico do Porto,Instituto Politécnico do Porto - Escola Superior de Media Artes e Design,n/a,R/A-Cr 49/2018,Fotografia,9645,180,CNA,6 Semestres,L1,213,25,21,2,0,0,0,0,0,1,1,0,4,25
Público,Politécnico,3130,3331,Instituto Politécnico do Porto,Instituto Politécnico do Porto - Escola Superior de Media Artes e Design,n/a,R/A-Ef 795/2011,Multimédia,9213,180,CNA,6 Semestres,L1,213,25,25,0,0,0,0,0,0,0,0,0,0,25
Público,Politécnico,3130,3331,Instituto Politécnico do Porto,Instituto Politécnico do Porto - Escola Superior de Media Artes e Design,n/a,R/A-Cr 98/2014,Tecnologias e Desenvolvimento Web,L381,180,CNA,6 Semestres,L1,481,50,34,3,0,1,2,0,0,5,2,1,13,48
Público,Politécnico,3130,7230,Instituto Politécnico do Porto,Instituto Politécnico do Porto - Escola Superior de Saúde,n/a,R/A-Ef 803/2011,Audiologia,8141,240,CNA,8 Semestres,L1,725,36,22,2,0,2,3,3,0,1,2,1,13,36
Público,Politécnico,3130,7230,Instituto Politécnico do Porto,Instituto Politécnico do Porto - Escola Superior de Saúde,n/a,R/A-Cr 64/2015,Biotecnologia Medicinal,L101,180,CNA,6 Semestres,L1,421,35,32,1,0,0,1,0,0,0,0,1,2,35
Público,Politécnico,3130,7230,Instituto Politécnico do Porto,Instituto Politécnico do Porto - Escola Superior de Saúde,n/a,R/A-Cr 9/2015,Ciências Biomédicas Laboratoriais,L068,240,CNA,8 Semestres,L1,725,83,60,5,0,3,3,3,0,3,4,2,21,83
Público,Politécnico,3130,7230,Instituto Politécnico do Porto,Instituto Politécnico do Porto - Escola Superior de Saúde,n/a,R/A-Cr 805/2011,Farmácia,9549,240,CNA,4 anos,L1,727,80,50,5,0,4,4,6,0,4,5,2,28,80
Público,Politécnico,3130,7230,Instituto Politécnico do Porto,Instituto Politécnico do Porto - Escola Superior de Saúde,n/a,R/A-Cr 1/2015,Fisiologia Clínica,L067,240,CNA,8 Semestres,L1,725,65,45,3,0,2,4,2,0,3,2,2,16,63
Público,Politécnico,3130,7230,Instituto Politécnico do Porto,Instituto Politécnico do Porto - Escola Superior de Saúde,n/a,R/A-Ef 806/2011,Fisioterapia,9504,240,CNA,8 Semestres,L1,726,83,70,4,0,0,1,1,0,1,2,4,9,83
Público,Politécnico,3130,7230,Instituto Politécnico do Porto,Instituto Politécnico do Porto - Escola Superior de Saúde,n/a,R/A-Cr 179/2024,Física Aplicada à Saúde,L354,180,CNA,3 Anos,L1,441,35,20,2,0,1,0,1,0,1,1,1,6,27
Público,Politécnico,3130,7230,Instituto Politécnico do Porto,Instituto Politécnico do Porto - Escola Superior de Saúde,n/a,R/A-Cr 8/2015,Imagem Médica e Radioterapia,L066,240,CNA,8 Semestres,L1,725,70,60,2,0,1,1,1,0,2,1,1,8,69
Público,Politécnico,3130,7230,Instituto Politécnico do Porto,Instituto Politécnico do Porto - Escola Superior de Saúde,n/a,R/A-Cr 50/2015,Ortóptica,8143,240,CNA,4 Anos,L1,725,37,24,2,0,2,2,2,0,2,2,1,12,37
Público,Politécnico,3130,7230,Instituto Politécnico do Porto,Instituto Politécnico do Porto - Escola Superior de Saúde,n/a,R/A-Cr 100/2016,Osteopatia,L136,240,CNA,8 Semestres,L1,729,33,24,2,0,2,1,0,0,1,2,1,8,33
Público,Politécnico,3130,7230,Instituto Politécnico do Porto,Instituto Politécnico do Porto - Escola Superior de Saúde,n/a,R/A-Ef 811/2011,Saúde Ambiental,9861,240,CNA,4 Anos,L1,853,65,30,5,0,5,5,5,0,5,5,0,30,60
Público,Politécnico,3130,7230,Instituto Politécnico do Porto,Instituto Politécnico do Porto - Escola Superior de Saúde,n/a,R/A-Cr 8/2023,Saúde Digital,L304,180,CNA,6 Semestres,L1,726,20,18,1,0,0,0,1,0,0,0,0,2,20
Público,Politécnico,3130,7230,Instituto Politécnico do Porto,Instituto Politécnico do Porto - Escola Superior de Saúde,n/a,R/A-Ef 813/2011,Terapia Ocupacional,8138,240,CNA,4 Anos,L1,726,70,45,4,0,4,4,4,0,3,4,1,23,69
Público,Politécnico,3130,7230,Instituto Politécnico do Porto,Instituto Politécnico do Porto - Escola Superior de Saúde,n/a,R/A-Ef 812/2011,Terapia da Fala,9890,240,CNA,4 Anos,L1,726,60,38,5,0,3,3,4,0,2,4,1,21,60
Público,Politécnico,3140,3141,Instituto Politécnico de Santarém,Instituto Politécnico de Santarém - Escola Superior Agrária de Santarém,n/a,R/A-Cr 16/2013,Agronomia,9003,180,CNA,6 Semestres,L1,621,125,58,5,1,16,1,7,0,2,1,4,33,95
Público,Politécnico,3140,3141,Instituto Politécnico de Santarém,Instituto Politécnico de Santarém - Escola Superior Agrária de Santarém,n/a,R/A-Cr 16/2013,Agronomia (regime pós-laboral),8419,180,CNA,6 Semestres,L1,621,0,16,4,0,3,1,3,0,1,1,1,13,30
Público,Politécnico,3140,3141,Instituto Politécnico de Santarém,Instituto Politécnico de Santarém - Escola Superior Agrária de Santarém,n/a,R/A-Cr 47/2022,Biologia e Biotecnologia Alimentar,L259,180,CNA,6 Semestres,L1,421,25,20,1,0,1,0,1,0,1,0,1,4,25
Público,Politécnico,3140,3141,Instituto Politécnico de Santarém,Instituto Politécnico de Santarém - Escola Superior Agrária de Santarém,n/a,R/A-Cr 171/2024,Enfermagem Veterinária,9085,180,CNA,3 Anos,L1,640,42,26,2,0,9,1,2,0,1,1,0,16,42
Público,Politécnico,3140,3141,Instituto Politécnico de Santarém,Instituto Politécnico de Santarém - Escola Superior Agrária de Santarém,n/a,R/A-Ef 581/2011,Qualidade Alimentar e Nutrição Humana,L080,180,CNA,6 Semestres,L1,421,45,27,2,1,7,2,2,0,2,1,1,17,45
Público,Politécnico,3140,3141,Instituto Politécnico de Santarém,Instituto Politécnico de Santarém - Escola Superior Agrária de Santarém,n/a,R/A-Cr 7/2019,Zootecnia,L003,180,CNA,3 Anos,L1,621,60,37,1,1,11,1,6,0,1,1,1,22,60
Público,Politécnico,3140,3142,Instituto Politécnico de Santarém,Instituto Politécnico de Santarém - Escola Superior de Educação de Santarém,Ministrado entre,R/A-Cr 78/2016,Educação Ambiental e Turismo de Natureza,L130,180,CNA,6 Semestres,L1,142,45,35,2,0,2,1,1,0,1,2,1,9,45
Público,Politécnico,3140,3142,Instituto Politécnico de Santarém,Instituto Politécnico de Santarém - Escola Superior de Educação de Santarém,n/a,R/A-Ef 587/2011,Educação Básica,9853,180,CNA,6 Semestres,L1,144,100,70,5,0,10,8,4,0,1,1,1,29,100
Público,Politécnico,3140,3142,Instituto Politécnico de Santarém,Instituto Politécnico de Santarém - Escola Superior de Educação de Santarém,n/a,R/A-Ef 589/2011,Educação Social,9084,180,CNA,6 Semestres,L1,762,60,40,3,0,7,1,3,0,2,1,3,17,60
Público,Politécnico,3140,3142,Instituto Politécnico de Santarém,Instituto Politécnico de Santarém - Escola Superior de Educação de Santarém,n/a,R/A-Cr 64/2018,Produção Multimédia em Educação,L179,180,CNA,6 Semestres,L1,213,40,27,2,0,6,1,1,0,1,1,1,12,40
Público,Politécnico,3140,3143,Instituto Politécnico de Santarém,Instituto Politécnico de Santarém - Escola Superior de Gestão e Tecnologia de Santarém,n/a,R/A-Ef 8/2012,Contabilidade e Fiscalidade,9498,180,CNA,6 Semestres,L1,344,65,45,3,0,4,3,0,0,2,5,3,17,65
Público,Politécnico,3140,3143,Instituto Politécnico de Santarém,Instituto Politécnico de Santarém - Escola Superior de Gestão e Tecnologia de Santarém,n/a,R/A-Ef 596/2011,Engenharia Informática,9119,180,CNA,6 Semestres,L1,523,90,66,6,0,6,2,0,0,5,3,2,22,90
Público,Politécnico,3140,3143,Instituto Politécnico de Santarém,Instituto Politécnico de Santarém - Escola Superior de Gestão e Tecnologia de Santarém,n/a,R/A-Ef 595/2011,Gestão,9147,180,CNA,6 Semestres,L1,345,160,90,1,0,2,1,0,0,3,2,5,9,104
Público,Politécnico,3140,3143,Instituto Politécnico de Santarém,Instituto Politécnico de Santarém - Escola Superior de Gestão e Tecnologia de Santarém,n/a,R/A-Ef 595/2011,Gestão (regime pós-laboral),9991,180,CNA,6 Semestres,L1,345,0,24,8,0,1,1,0,0,1,1,0,12,36
Público,Politécnico,3140,3143,Instituto Politécnico de Santarém,Instituto Politécnico de Santarém - Escola Superior de Gestão e Tecnologia de Santarém,n/a,R/A-Cr 46/2020,Gestão de Marketing,9156,180,CNA,6 Semestres,L1,342,75,52,2,0,2,1,0,0,3,2,3,10,65
Público,Politécnico,3140,3143,Instituto Politécnico de Santarém,Instituto Politécnico de Santarém - Escola Superior de Gestão e Tecnologia de Santarém,n/a,R/A-Cr 80/2014,Negócios Internacionais,9785,180,CNA,6 Semestres,L1,314,55,45,3,0,1,1,0,0,2,2,1,9,55
Público,Politécnico,3140,3145,Instituto Politécnico de Santarém,Instituto Politécnico de Santarém - Escola Superior de Desporto de Rio Maior,n/a,R/A-Cr 14/2013,Atividade Física e Estilos de Vida Saudáveis,L008,180,CNA,6 Semestres,L1,813,35,25,2,1,1,1,2,0,1,1,1,9,35
Público,Politécnico,3140,3145,Instituto Politécnico de Santarém,Instituto Politécnico de Santarém - Escola Superior de Desporto de Rio Maior,n/a,R/A-Ef 3308/2011,Desporto de Natureza e Turismo Ativo,9730,180,CNA,6 Semestres,L1,813,45,24,2,1,2,1,1,0,1,1,1,9,34
Público,Politécnico,3140,3145,Instituto Politécnico de Santarém,Instituto Politécnico de Santarém - Escola Superior de Desporto de Rio Maior,n/a,R/A-Ef 3309/2011,"Desporto, Condição Física e Saúde",L034,180,CNA,6 Semestres,L1,813,115,90,6,7,3,1,4,0,1,2,1,24,115
Público,Politécnico,3140,3145,Instituto Politécnico de Santarém,Instituto Politécnico de Santarém - Escola Superior de Desporto de Rio Maior,n/a,R/A-Ef 584/2011,Gestão das Organizações Desportivas,9763,180,CNA,6 Semestres,L1,813,35,23,2,1,3,1,1,0,1,1,2,10,35
Público,Politécnico,3140,3145,Instituto Politécnico de Santarém,Instituto Politécnico de Santarém - Escola Superior de Desporto de Rio Maior,n/a,R/A-Ef 3310/2011,Treino Desportivo,9808,180,CNA,6 Semestres,L1,813,130,110,7,1,3,3,2,0,1,1,2,18,130
Público,Politécnico,3140,7065,Instituto Politécnico de Santarém,Instituto Politécnico de Santarém - Escola Superior de Saúde de Santarém,n/a,R/A-Ef 599/2011,Enfermagem,9500,240,CNA,8 Semestres,L1,723,100,78,5,0,11,1,0,0,2,2,1,21,100
Público,Politécnico,3140,7065,Instituto Politécnico de Santarém,Instituto Politécnico de Santarém - Escola Superior de Saúde de Santarém,Alínea a),R/A-Cr 1/2026,Fisioterapia,9504,240,CNA,4 anos,L1,726,60,18,1,0,0,0,0,0,0,1,0,2,20
Público,Politécnico,3150,3151,Instituto Politécnico de Setúbal,Instituto Politécnico de Setúbal - Escola Superior de Educação,n/a,R/A-Ef 608/2011,Animação Sociocultural,9005,180,CNA,6 Semestres,L1,762,50,32,4,0,1,1,4,0,3,2,1,15,48
Público,Politécnico,3150,3151,Instituto Politécnico de Setúbal,Instituto Politécnico de Setúbal - Escola Superior de Educação,n/a,R/A-Ef 609/2011,Comunicação Social,9054,180,CNA,6 Semestres,L1,321,50,33,3,0,1,1,4,0,3,1,3,13,49
Público,Politécnico,3150,3151,Instituto Politécnico de Setúbal,Instituto Politécnico de Setúbal - Escola Superior de Educação,n/a,R/A-Ef 3322/2011,Desporto,9563,180,CNA,6 Semestres,L1,813,50,31,4,0,1,1,4,0,3,2,1,15,47
Público,Politécnico,3150,3151,Instituto Politécnico de Setúbal,Instituto Politécnico de Setúbal - Escola Superior de Educação,n/a,R/A-Ef 3323/2011,Educação Básica,9853,180,CNA,6 Semestres,L1,144,100,57,7,0,1,1,4,0,3,1,1,17,75
Público,Politécnico,3150,3151,Instituto Politécnico de Setúbal,Instituto Politécnico de Setúbal - Escola Superior de Educação,n/a,R/A-Ef 3323/2011,Educação Básica (regime pós-laboral),9876,180,CNA,6 Semestres,L1,144,0,20,1,0,1,1,1,0,0,1,0,5,25
Público,Politécnico,3150,3151,Instituto Politécnico de Setúbal,Instituto Politécnico de Setúbal - Escola Superior de Educação,n/a,R/A-Ef 611/2011,Tradução e Interpretação de Língua Gestual Portuguesa,9633,180,CNA,6 Semestres,L1,223,24,21,2,0,0,0,0,0,0,1,0,3,24
Público,Politécnico,3150,3152,Instituto Politécnico de Setúbal,Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal,n/a,R/A-Ef 625/2011,Engenharia Eletrotécnica e de Computadores,9112,180,CNA,6 Semestres,L1,523,80,56,3,3,3,1,4,0,4,2,4,20,80
Público,Politécnico,3150,3152,Instituto Politécnico de Setúbal,Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal,n/a,R/A-Ef 626/2011,Engenharia Informática,9119,180,CNA,6 Semestres,L1,523,110,70,1,0,1,0,1,0,1,0,6,4,80
Público,Politécnico,3150,3152,Instituto Politécnico de Setúbal,Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal,n/a,R/A-Cr 102/2013,Engenharia Mecânica,9123,180,CNA,6 Semestres,L1,521,80,53,5,4,5,1,6,,4,1,1,26,80
Público,Politécnico,3150,3152,Instituto Politécnico de Setúbal,Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal,n/a,R/A-Ef 623/2011,"Engenharia de Automação, Controlo e Instrumentação",9092,180,CNA,6 Semestres,L1,523,65,45,3,4,1,1,6,,1,1,3,17,65
Público,Politécnico,3150,3152,Instituto Politécnico de Setúbal,Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal,n/a,R/A-Cr 84/2015,Tecnologia Biomédica,L069,180,CNA,6 Semestres,L1,524,60,50,2,1,1,1,1,,1,2,1,9,60
Público,Politécnico,3150,3152,Instituto Politécnico de Setúbal,Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal,n/a,R/A-Ef 1825/2011,Tecnologia e Gestão Industrial (regime noturno),9862,180,CNA,3 Anos,L1,529,60,38,10,3,3,1,2,,1,2,0,22,60
Público,Politécnico,3150,3152,Instituto Politécnico de Setúbal,Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal,n/a,R/A-Cr 21/2012,Tecnologias de Energia,8515,180,CNA,6 Semestres,L1,522,50,35,3,2,1,1,3,,2,2,1,14,50
Público,Politécnico,3150,3152,Instituto Politécnico de Setúbal,Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal,n/a,R/A-Cr 48/2016,Tecnologias do Ambiente e do Mar,L124,180,CNA,6 Semestres,L1,520,45,35,2,1,1,1,2,,1,1,1,9,45
Público,Politécnico,3150,3153,Instituto Politécnico de Setúbal,Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais,n/a,R/A-Ef 3315/2011,Contabilidade e Finanças,9627,180,CNA,6 Semestres,L1,344,75,57,4,0,4,1,2,0,2,1,4,14,75
Público,Politécnico,3150,3153,Instituto Politécnico de Setúbal,Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais,n/a,R/A-Ef 578/2011,Contabilidade e Finanças (regime noturno),9628,180,CNA,8 Semestres,L1,344,50,28,10,0,1,1,1,0,2,1,1,16,45
Público,Politécnico,3150,3153,Instituto Politécnico de Setúbal,Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais,n/a,R/A-Ef 3316/2011,Gestão da Distribuição e da Logística,9629,180,CNA,6 Semestres,L1,345,75,52,5,0,3,1,3,0,2,1,3,15,70
Público,Politécnico,3150,3153,Instituto Politécnico de Setúbal,Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais,n/a,R/A-Ef 3316/2011,Gestão da Distribuição e da Logística (regime pós-laboral),9993,180,CNA,6 Semestres,L1,345,65,44,14,0,1,1,1,0,2,1,1,20,65
Público,Politécnico,3150,3153,Instituto Politécnico de Setúbal,Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais,n/a,R/A-Ef 3317/2011,Gestão de Recursos Humanos,9157,180,CNA,6 Semestres,L1,345,75,56,6,0,3,1,3,0,2,1,3,16,75
Público,Politécnico,3150,3153,Instituto Politécnico de Setúbal,Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais,n/a,R/A-Ef 3317/2011,Gestão de Recursos Humanos (regime pós-laboral),8111,180,CNA,6 Semestres,L1,345,65,43,15,0,1,1,1,0,2,1,1,21,65
Público,Politécnico,3150,3153,Instituto Politécnico de Setúbal,Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais,n/a,R/A-Cr 94/2016,Gestão de Sistemas de Informação,9630,180,CNA,6 Semestres,L1,481,90,65,4,0,5,1,3,0,2,2,3,17,85
Público,Politécnico,3150,3153,Instituto Politécnico de Setúbal,Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais,n/a,R/A-Ef 3318/2011,Marketing,9205,180,CNA,6 Semestres,L1,342,80,56,5,0,4,1,3,0,2,2,2,17,75
Público,Politécnico,3150,3154,Instituto Politécnico de Setúbal,Instituto Politécnico de Setúbal - Escola Superior de Tecnologia do Barreiro,n/a,R/A-Cr 95/2016,Bioinformática,9687,180,CNA,6 Semestres,L1,421,50,32,1,1,2,1,1,0,8,1,2,15,49
Público,Politécnico,3150,3154,Instituto Politécnico de Setúbal,Instituto Politécnico de Setúbal - Escola Superior de Tecnologia do Barreiro,n/a,R/A-Cr 68/2012,Biotecnologia,9016,180,CNA,6 Semestres,L1,524,75,47,2,1,4,2,4,0,9,2,3,24,74
Público,Politécnico,3150,3154,Instituto Politécnico de Setúbal,Instituto Politécnico de Setúbal - Escola Superior de Tecnologia do Barreiro,n/a,R/A-Ef 3325/2011,Engenharia Civil,9089,180,CNA,6 Semestres,L1,582,85,18,9,1,1,1,4,0,6,1,1,23,42
Público,Politécnico,3150,3154,Instituto Politécnico de Setúbal,Instituto Politécnico de Setúbal - Escola Superior de Tecnologia do Barreiro,n/a,R/A-Ef 3325/2011,Engenharia Civil (regime pós-laboral),9881,180,CNA,6 Semestres,L1,582,0,19,6,1,1,2,1,0,2,1,1,14,34
Público,Politécnico,3150,3154,Instituto Politécnico de Setúbal,Instituto Politécnico de Setúbal - Escola Superior de Tecnologia do Barreiro,n/a,R/A-Cr 67/2015,Tecnologias do Petróleo,L100,180,CNA,6 Semestres,L1,524,65,31,5,1,3,1,4,0,10,1,3,25,59
Público,Politécnico,3150,3155,Instituto Politécnico de Setúbal,Instituto Politécnico de Setúbal - Escola Superior de Saúde,n/a,R/A-Ef 615/2011,Enfermagem,9500,240,CNA,8 Semestres,L1,723,55,46,1,0,0,2,0,0,0,0,3,3,52
Público,Politécnico,3150,3155,Instituto Politécnico de Setúbal,Instituto Politécnico de Setúbal - Escola Superior de Saúde,n/a,R/A-Ef 616/2011,Fisioterapia,9504,240,CNA,8 Semestres,L1,726,55,44,1,0,0,4,0,0,0,0,3,5,52
Público,Politécnico,3150,3155,Instituto Politécnico de Setúbal,Instituto Politécnico de Setúbal - Escola Superior de Saúde,n/a,R/A-Ef 617/2011,Terapia da Fala,9890,240,CNA,8 Semestres,L1,726,30,28,0,0,0,1,0,0,0,0,1,1,30
Público,Politécnico,3160,3161,Instituto Politécnico de Viana do Castelo,Instituto Politécnico de Viana do Castelo - Escola Superior Agrária,n/a,R/A-Cr 87/2014,Agronomia,9003,180,CNA,6 Semestres,L1,621,35,15,4,0,11,0,2,0,1,1,1,19,35
Público,Politécnico,3160,3161,Instituto Politécnico de Viana do Castelo,Instituto Politécnico de Viana do Castelo - Escola Superior Agrária,n/a,R/A-Ef 664/2011,Biotecnologia,9016,180,CNA,6 Semestres,L1,524,39,25,3,0,3,1,2,0,2,1,2,12,39
Público,Politécnico,3160,3161,Instituto Politécnico de Viana do Castelo,Instituto Politécnico de Viana do Castelo - Escola Superior Agrária,n/a,R/A-Ef 665/2011,Enfermagem Veterinária,9085,180,CNA,6 Semestres,L1,640,58,35,5,0,13,0,2,0,1,1,1,22,58
Público,Politécnico,3160,3161,Instituto Politécnico de Viana do Castelo,Instituto Politécnico de Viana do Castelo - Escola Superior Agrária,n/a,R/A-Cr 88/2017,Engenharia do Ambiente e Geoinformática,L164,180,CNA,3 Anos,L1,422,35,15,4,0,5,0,2,0,5,2,2,18,35
Público,Politécnico,3160,3162,Instituto Politécnico de Viana do Castelo,Instituto Politécnico de Viana do Castelo - Escola Superior de Educação,n/a,R/A-Cr 51/2016,Artes Plásticas e Tecnologias Artísticas,L122,180,CNA,3 Anos,L1,210,50,30,5,0,3,1,1,0,1,1,0,12,42
Público,Politécnico,3160,3162,Instituto Politécnico de Viana do Castelo,Instituto Politécnico de Viana do Castelo - Escola Superior de Educação,n/a,R/A-Cr 167/2022,Artes e Cinema Digital,L284,180,CNA,6 Semestres,L1,213,25,20,1,0,3,0,1,0,0,0,0,5,25
