SUBSISTEMA,TIPO INSTITUICAO,COD IES,COD UO,IES,IES UO,ASSOCIACAO,NUMERO REGISTO,CURSO,COD CURSO,ECTS,CNA/CL/CI,DURACAO,TIPO CURSO,COD CNAEF,LMA,REGIME GERAL DE ACESSO,MAIORES 23,DIPLOMADOS DET,DIPLOMADOS TESP,OUTROS CURSOS SUPERIORES,CURSOS DUPLA CERTIFICAÇÃO,MEDICINA PARA LICENCIADOS,ESTUDANTES INTERNACIONAIS,MUDANÇA DE PAR,REGIMES ESPECIAIS,TOTAL VAGAS CE,TOTAL VAGAS
Público,Universitário,1500,1503,Universidade de Lisboa,Universidade de Lisboa - Faculdade de Ciências,n/a,R/A-Cr 1886/2011,"Meteorologia, Oceanografia e Geofísica",9212,180,CNA,3 anos,L1,443,40,23,2,0,0,1,0,0,5,4,2,12,37
Público,Universitário,1500,1503,Universidade de Lisboa,Universidade de Lisboa - Faculdade de Ciências,n/a,R/A-Cr 16/2012,Química,9223,180,CNA,6 Semestres,L1,442,45,27,2,0,0,1,0,0,5,4,2,12,41
Público,Universitário,1500,1503,Universidade de Lisboa,Universidade de Lisboa - Faculdade de Ciências,n/a,R/A-Cr 62/2012,Química Tecnológica,9226,180,CNA,6 Semestres,L1,524,32,21,2,0,0,1,0,0,4,2,2,9,32
Público,Universitário,1500,1503,Universidade de Lisboa,Universidade de Lisboa - Faculdade de Ciências,n/a,R/A-Ef 1889/2011,Tecnologias de Informação,L079,180,CNA,6 Semestres,L1,481,94,65,5,0,0,2,0,0,5,11,5,23,93
Público,Universitário,1500,1504,Universidade de Lisboa,Universidade de Lisboa - Faculdade de Direito,n/a,R/A-Ef 1933/2011,Direito,9078,240,CNA,8 Semestres,L1,380,710,445,38,0,0,12,0,0,45,29,31,124,600
Público,Universitário,1500,1504,Universidade de Lisboa,Universidade de Lisboa - Faculdade de Direito,n/a,R/A-Ef 1933/2011,Direito (regime pós-laboral),8358,240,CNA,8 Semestres,L1,380,0,82,13,0,0,4,0,0,5,0,5,22,109
Público,Universitário,1500,1505,Universidade de Lisboa,Universidade de Lisboa - Faculdade de Farmácia,n/a,R/A-Ef 1960/2011,Ciências Farmacêuticas,9494,300,CNA,5 Anos,MI,727,314,215,16,0,0,21,0,0,10,22,16,69,300
Público,Universitário,1500,1506,Universidade de Lisboa,Universidade de Lisboa - Faculdade de Letras,n/a,R/A-Ef 3462/2011,Arqueologia,9006,180,CNA,6 Semestres,L1,225,54,36,3,0,0,3,0,0,5,3,1,14,51
Público,Universitário,1500,1506,Universidade de Lisboa,Universidade de Lisboa - Faculdade de Letras,n/a,R/A-Cr 12/2010,Artes e Humanidades,8413,180,CNA,6 Semestres,L1,229,107,62,5,0,0,3,0,0,12,5,1,25,88
Público,Universitário,1500,1506,Universidade de Lisboa,Universidade de Lisboa - Faculdade de Letras,n/a,R/A-Cr 1972/2011,Ciências da Linguagem,9040,180,CNA,3 anos,L1,223,48,40,2,0,0,0,0,0,5,0,1,7,48
Público,Universitário,1500,1506,Universidade de Lisboa,Universidade de Lisboa - Faculdade de Letras,n/a,R/A-Ef 1973/2011,Estudos Africanos,9131,180,CNA,6 Semestres,L1,312,32,20,2,0,0,1,0,0,4,1,2,8,30
Público,Universitário,1500,1506,Universidade de Lisboa,Universidade de Lisboa - Faculdade de Letras,n/a,R/A-Ef 1974/2011,Estudos Artísticos,9132,180,CNA,6 Semestres,L1,212,74,54,3,0,0,2,0,0,9,5,1,19,74
Público,Universitário,1500,1506,Universidade de Lisboa,Universidade de Lisboa - Faculdade de Letras,Alínea a),R/A-Cr 150/2012,Estudos Asiáticos,9914,180,CNA,6 Semestres,L1,312,55,32,3,0,0,1,0,0,4,2,1,10,43
Público,Universitário,1500,1506,Universidade de Lisboa,Universidade de Lisboa - Faculdade de Letras,n/a,R/A-Ef 1977/2011,Estudos Clássicos,9133,180,CNA,6 Semestres,L1,222,30,19,2,0,0,2,0,0,4,2,1,10,30
Público,Universitário,1500,1506,Universidade de Lisboa,Universidade de Lisboa - Faculdade de Letras,n/a,R/A-Cr 59/2015,Estudos Comparatistas,L097,180,CNA,6 Semestres,L1,222,30,20,2,0,0,1,0,0,4,2,0,9,29
Público,Universitário,1500,1506,Universidade de Lisboa,Universidade de Lisboa - Faculdade de Letras,Ministrado entre,R/A-Ef 1979/2011,Estudos Europeus,9135,180,CNA,6 Semestres,L1,312,84,58,4,0,0,4,0,0,10,7,1,25,84
Público,Universitário,1500,1506,Universidade de Lisboa,Universidade de Lisboa - Faculdade de Letras,n/a,R/A-Cr 104/2022,Estudos Gerais,8458,180,CNA,6 Semestres,L1,999,98,61,5,0,0,3,0,0,10,5,1,23,85
Público,Universitário,1500,1506,Universidade de Lisboa,Universidade de Lisboa - Faculdade de Letras,n/a,R/A-Cr 22/2013,Estudos Portugueses,9917,180,CNA,6 Semestres,L1,223,30,24,1,0,0,0,0,0,3,0,1,4,29
Público,Universitário,1500,1506,Universidade de Lisboa,Universidade de Lisboa - Faculdade de Letras,n/a,R/A-Ef 1971/2011,Estudos de Cultura e Comunicação Intercultural,L288,180,CNA,6 Semestres,L1,312,84,58,4,0,0,4,0,0,9,5,2,22,82
Público,Universitário,1500,1506,Universidade de Lisboa,Universidade de Lisboa - Faculdade de Letras,n/a,R/A-Ef 1981/2011,Filosofia,9139,180,CNA,6 Semestres,L1,226,68,46,3,0,0,3,0,0,8,2,1,16,63
Público,Universitário,1500,1506,Universidade de Lisboa,Universidade de Lisboa - Faculdade de Letras,n/a,R/A-Ef 3463/2011,História,9181,180,CNA,6 Semestres,L1,225,100,65,5,0,0,3,0,0,10,5,3,23,91
Público,Universitário,1500,1506,Universidade de Lisboa,Universidade de Lisboa - Faculdade de Letras,n/a,R/A-Ef 1982/2011,História da Arte,9182,180,CNA,6 Semestres,L1,211,60,44,3,0,0,1,0,0,10,1,0,15,59
Público,Universitário,1500,1506,Universidade de Lisboa,Universidade de Lisboa - Faculdade de Letras,n/a,R/A-Cr 2/2013,"Línguas, Literaturas e Culturas",9204,180,CNA,6 Semestres,L1,222,333,211,15,0,0,16,0,0,20,15,3,66,280
Público,Universitário,1500,1506,Universidade de Lisboa,Universidade de Lisboa - Faculdade de Letras,n/a,R/A-Ef 1984/2011,Tradução,9252,180,CNA,6 Semestres,L1,222,87,63,4,0,0,2,0,0,8,1,1,15,79
Público,Universitário,1500,1507,Universidade de Lisboa,Universidade de Lisboa - Faculdade de Medicina,Ministrado entre,R/A-Cr 34/2017,Ciências da Nutrição,9554,240,CNA,4 Anos,L1,726,36,30,0,0,0,1,0,0,2,1,2,4,36
Público,Universitário,1500,1507,Universidade de Lisboa,Universidade de Lisboa - Faculdade de Medicina,n/a,R/A-Ef 2014/2011,Medicina,9813,360,CNA,6 Anos,MI,721,400,295,0,0,0,0,0,20,15,0,18,35,348
Público,Universitário,1500,1508,Universidade de Lisboa,Universidade de Lisboa - Faculdade de Medicina Dentária,n/a,R/A-Ef 2017/2011,Higiene Oral,9556,180,CNA,6 Semestres,L1,724,60,44,8,0,0,0,0,0,2,2,2,12,58
Público,Universitário,1500,1508,Universidade de Lisboa,Universidade de Lisboa - Faculdade de Medicina Dentária,n/a,R/A-Ef 2021/2011,Medicina Dentária,9548,300,CNA,5 Anos,MI,724,84,70,0,0,0,4,0,0,2,4,4,10,84
Público,Universitário,1500,1508,Universidade de Lisboa,Universidade de Lisboa - Faculdade de Medicina Dentária,n/a,R/A-Ef 2018/2011,Prótese Dentária,9791,180,CNA,6 Semestres,L1,724,36,27,4,0,0,0,0,0,2,2,1,8,36
Público,Universitário,1500,1509,Universidade de Lisboa,Universidade de Lisboa - Faculdade de Medicina Veterinária,n/a,R/A-Ef 2026/2011,Medicina Veterinária,9847,330,CNA,5 Anos e meio,MI,640,150,109,2,0,0,0,0,0,6,2,8,10,127
Público,Universitário,1500,1510,Universidade de Lisboa,Universidade de Lisboa - Faculdade de Motricidade Humana,n/a,R/A-Cr 17/2020,Ciências do Desporto,9707,180,CNA,6 Semestres,L1,813,200,168,10,1,0,2,0,0,5,10,4,28,200
Público,Universitário,1500,1510,Universidade de Lisboa,Universidade de Lisboa - Faculdade de Motricidade Humana,n/a,R/A-Cr 223/2021,Dança,9068,180,CNA,3 Anos,L1,212,27,20,2,0,0,1,0,0,2,1,1,6,27
Público,Universitário,1500,1510,Universidade de Lisboa,Universidade de Lisboa - Faculdade de Motricidade Humana,n/a,R/A-Ef 2030/2011,Gestão do Desporto,9162,180,CNA,6 Semestres,L1,345,47,31,3,0,0,1,0,0,5,5,2,14,47
Público,Universitário,1500,1510,Universidade de Lisboa,Universidade de Lisboa - Faculdade de Motricidade Humana,n/a,R/A-Cr 19/2020,Reabilitação Psicomotora,9841,180,CNA,6 Semestres,L1,726,78,49,10,0,0,7,0,0,5,4,3,26,78
Público,Universitário,1500,1511,Universidade de Lisboa,Universidade de Lisboa - Faculdade de Psicologia,n/a,R/A-Cr 72/2021,Psicologia,9219,180,CNA,3 Anos,L1,311,210,137,15,0,0,6,0,0,25,8,11,54,202
Público,Universitário,1500,1513,Universidade de Lisboa,Universidade de Lisboa - Instituto de Educação,n/a,R/A-Cr 2/2014,Educação e Formação,L040,180,CNA,6 Semestres,L1,142,108,72,2,1,0,5,0,0,8,8,5,24,101
Público,Universitário,1500,1514,Universidade de Lisboa,Universidade de Lisboa - Instituto de Geografia e Ordenamento do Território,n/a,R/A-Ef 2055/2011,Geografia,9143,180,CNA,6 Semestres,L1,312,141,106,7,0,0,5,0,0,4,10,2,26,134
Público,Universitário,1500,1514,Universidade de Lisboa,Universidade de Lisboa - Instituto de Geografia e Ordenamento do Território,n/a,R/A-Cr 11/2010,Planeamento e Gestão do Território,8411,180,CNA,6 Semestres,L1,581,62,48,3,1,1,2,0,0,1,4,2,12,62
Público,Universitário,1500,1515,Universidade de Lisboa,Universidade de Lisboa - Instituto Superior de Agronomia,n/a,R/A-Ef 2069/2011,Arquitetura Paisagista,8258,180,CNA,6 Semestres,L1,581,45,21,3,0,0,4,0,0,4,4,2,15,38
Público,Universitário,1500,1515,Universidade de Lisboa,Universidade de Lisboa - Instituto Superior de Agronomia,n/a,R/A-Ef 2070/2011,Biologia,9011,180,CNA,6 Semestres,L1,421,57,38,2,0,0,2,0,0,8,4,3,16,57
Público,Universitário,1500,1515,Universidade de Lisboa,Universidade de Lisboa - Instituto Superior de Agronomia,n/a,R/A-Ef 2071/2011,Engenharia Agronómica,9086,180,CNA,6 Semestres,L1,621,86,57,3,0,0,3,0,0,11,8,4,25,86
Público,Universitário,1500,1515,Universidade de Lisboa,Universidade de Lisboa - Instituto Superior de Agronomia,n/a,R/A-Ef 2072/2011,Engenharia Alimentar,9087,180,CNA,6 Semestres,L1,541,57,34,4,0,0,3,0,0,7,3,3,17,54
Público,Universitário,1500,1515,Universidade de Lisboa,Universidade de Lisboa - Instituto Superior de Agronomia,n/a,R/A-Ef 2074/2011,Engenharia Florestal e dos Recursos Naturais,8377,180,CNA,6 Semestres,L1,623,30,20,1,0,0,2,0,0,4,1,1,8,29
Público,Universitário,1500,1515,Universidade de Lisboa,Universidade de Lisboa - Instituto Superior de Agronomia,n/a,R/A-Ef 2075/2011,Engenharia Zootécnica,9129,180,CNA,6 Semestres,L1,621,42,25,3,0,0,3,0,0,5,4,2,15,42
Público,Universitário,1500,1515,Universidade de Lisboa,Universidade de Lisboa - Instituto Superior de Agronomia,n/a,R/A-Ef 2073/2011,Engenharia do Ambiente,9099,180,CNA,6 Semestres,L1,851,32,19,2,0,0,2,0,0,4,2,2,10,31
Público,Universitário,1500,1516,Universidade de Lisboa,Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,n/a,R/A-Ef 2086/2011,Administração Pública,9002,180,CNA,6 Semestres,L1,345,143,68,2,0,0,0,0,0,3,6,4,11,83
Público,Universitário,1500,1516,Universidade de Lisboa,Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,n/a,R/A-Ef 2086/2011,Administração Pública (regime pós-laboral),8102,180,CNA,6 Semestres,L1,345,0,41,9,0,0,0,0,0,3,3,1,15,57
Público,Universitário,1500,1516,Universidade de Lisboa,Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,n/a,R/A-Cr 2087/2011,Administração Pública e Políticas do Território (regime pós-laboral),8363,180,CNA,3 anos,L1,345,0,33,15,0,0,0,0,0,3,5,4,23,60
Público,Universitário,1500,1516,Universidade de Lisboa,Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,n/a,R/A-Ef 2088/2011,Antropologia,9448,180,CNA,6 Semestres,L1,312,68,41,5,0,0,0,0,0,8,5,3,18,62
Público,Universitário,1500,1516,Universidade de Lisboa,Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,n/a,R/A-Ef 2089/2011,Ciência Política,9019,180,CNA,6 Semestres,L1,313,75,44,7,0,0,0,0,0,8,6,2,21,67
Público,Universitário,1500,1516,Universidade de Lisboa,Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,n/a,R/A-Ef 2090/2011,Ciências da Comunicação,9023,180,CNA,6 Semestres,L1,321,62,56,2,0,0,0,0,0,1,2,1,5,62
Público,Universitário,1500,1516,Universidade de Lisboa,Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,n/a,R/A-Ef 2091/2011,Gestão de Recursos Humanos,9157,180,CNA,6 Semestres,L1,345,130,65,2,0,0,0,0,0,0,1,1,3,69
Público,Universitário,1500,1516,Universidade de Lisboa,Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,n/a,R/A-Ef 2091/2011,Gestão de Recursos Humanos (regime pós-laboral),8111,180,CNA,6 Semestres,L1,345,0,52,7,0,0,0,0,0,0,1,1,8,61
Público,Universitário,1500,1516,Universidade de Lisboa,Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,n/a,R/A-Ef 2092/2011,Relações Internacionais,9229,180,CNA,6 Semestres,L1,313,198,68,10,0,0,0,0,0,15,10,4,35,107
Público,Universitário,1500,1516,Universidade de Lisboa,Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,n/a,R/A-Ef 2092/2011,Relações Internacionais (regime pós-laboral),8364,180,CNA,6 Semestres,L1,313,0,50,12,0,0,0,0,0,15,10,4,37,91
Público,Universitário,1500,1516,Universidade de Lisboa,Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,n/a,R/A-Ef 2093/2011,Serviço Social,9238,210,CNA,7 Semestres,L1,762,134,54,6,0,0,0,0,0,3,10,4,19,77
Público,Universitário,1500,1516,Universidade de Lisboa,Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,n/a,R/A-Ef 2093/2011,Serviço Social (regime pós-laboral),8014,210,CNA,7 Semestres,L1,762,0,32,12,0,0,0,0,0,3,5,3,20,55
Público,Universitário,1500,1516,Universidade de Lisboa,Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,n/a,R/A-Ef 2094/2011,Sociologia,9240,180,CNA,6 Semestres,L1,312,128,46,5,0,0,0,0,0,3,5,3,13,62
Público,Universitário,1500,1516,Universidade de Lisboa,Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,n/a,R/A-Ef 2094/2011,Sociologia (regime pós-laboral),8109,180,CNA,6 Semestres,L1,312,0,30,20,0,0,0,0,0,3,5,3,28,61
Público,Universitário,1500,1517,Universidade de Lisboa,Universidade de Lisboa - Instituto Superior de Economia e Gestão,n/a,R/A-Ef 2111/2011,Economia,9081,180,CNA,6 Semestres,L1,314,260,132,10,0,2,0,0,0,10,17,8,39,179
Público,Universitário,1500,1517,Universidade de Lisboa,Universidade de Lisboa - Instituto Superior de Economia e Gestão,n/a,R/A-Ef 2111/2011,Economia (ensino em inglês),A006,180,CNA,6 Semestres,L1,314,0,30,2,0,1,0,0,0,10,4,2,17,49
Público,Universitário,1500,1517,Universidade de Lisboa,Universidade de Lisboa - Instituto Superior de Economia e Gestão,n/a,R/A-Ef 2112/2011,Finanças (ensino em inglês),A013,180,CNA,6 Semestres,L1,343,0,32,3,0,1,0,0,0,5,4,2,13,47
Público,Universitário,1500,1517,Universidade de Lisboa,Universidade de Lisboa - Instituto Superior de Economia e Gestão,n/a,R/A-Ef 2113/2011,Gestão,9147,180,CNA,6 Semestres,L1,345,310,137,10,0,2,0,0,0,10,20,10,42,189
Público,Universitário,1500,1517,Universidade de Lisboa,Universidade de Lisboa - Instituto Superior de Economia e Gestão,n/a,R/A-Ef 2113/2011,Gestão (ensino em inglês),A001,180,CNA,6 Semestres,L1,345,0,60,5,0,1,0,0,0,10,8,3,24,87
Público,Universitário,1500,1517,Universidade de Lisboa,Universidade de Lisboa - Instituto Superior de Economia e Gestão,n/a,R/A-Ef 2114/2011,Matemática Aplicada à Economia e à Gestão,9210,180,CNA,6 Semestres,L1,461,70,30,1,0,0,0,0,0,1,1,2,3,35
Público,Universitário,1500,1517,Universidade de Lisboa,Universidade de Lisboa - Instituto Superior de Economia e Gestão,n/a,R/A-Ef 2114/2011,Matemática Aplicada à Economia e à Gestão (ensino em inglês),A018,180,CNA,6 Semestres,L1,461,0,30,1,0,0,0,0,0,2,1,1,4,35
Público,Universitário,1500,1518,Universidade de Lisboa,Universidade de Lisboa - Instituto Superior Técnico,n/a,R/A-Ef 2174/2011,Arquitetura,9257,300,CNA,5 Anos,MI,581,71,47,4,0,0,1,0,0,5,5,3,15,65
Público,Universitário,1500,1518,Universidade de Lisboa,Universidade de Lisboa - Instituto Superior Técnico,n/a,R/A-Cr 98/2021,Engenharia Aeroespacial,L221,180,CNA,3 Anos,L1,525,185,135,8,0,0,0,0,0,5,3,4,16,155
Público,Universitário,1500,1518,Universidade de Lisboa,Universidade de Lisboa - Instituto Superior Técnico,n/a,R/A-Cr 192/2020,Engenharia Biológica,9474,180,CNA,6 Semestres,L1,421,92,61,5,0,0,1,0,0,5,6,0,17,78
Público,Universitário,1500,1518,Universidade de Lisboa,Universidade de Lisboa - Instituto Superior Técnico,n/a,R/A-Cr 96/2021,Engenharia Biomédica,9455,180,CNA,3 Anos,L1,524,125,102,5,0,0,1,0,0,5,2,4,13,119
Público,Universitário,1500,1518,Universidade de Lisboa,Universidade de Lisboa - Instituto Superior Técnico,n/a,R/A-Cr 7/2021,Engenharia Civil,9089,180,CNA,6 Semestres,L1,582,215,138,11,0,0,1,0,0,10,10,3,32,173
Público,Universitário,1500,1518,Universidade de Lisboa,Universidade de Lisboa - Instituto Superior Técnico,n/a,R/A-Cr 130/2021,Engenharia Eletrotécnica e de Computadores,L209,180,CNA,6 Semestres,L1,523,310,220,16,0,0,1,0,0,5,10,3,32,255
Público,Universitário,1500,1518,Universidade de Lisboa,Universidade de Lisboa - Instituto Superior Técnico,n/a,R/A-Cr 194/2021,Engenharia Física Tecnológica,L233,180,CNA,3 Anos,L1,441,140,112,7,0,0,0,0,0,5,2,2,14,128
Público,Universitário,1500,1518,Universidade de Lisboa,Universidade de Lisboa - Instituto Superior Técnico,n/a,R/A-Cr 61/2024,Engenharia Geral (GENI) (ensino em inglês),L343,180,CNA,3 Anos,L1,520,60,30,0,0,0,0,0,0,20,0,0,20,50
Público,Universitário,1500,1518,Universidade de Lisboa,Universidade de Lisboa - Instituto Superior Técnico,n/a,R/A-Ef 2162/2011,Engenharia Informática e de Computadores,9121,180,CNA,6 Semestres,L1,523,305,183,13,0,0,0,0,0,5,4,12,22,217
Público,Universitário,1500,1518,Universidade de Lisboa,Universidade de Lisboa - Instituto Superior Técnico,n/a,R/A-Cr 179/2020,Engenharia Mecânica,9123,180,CNA,6 Semestres,L1,521,240,160,12,0,0,1,0,0,5,10,3,28,191
Público,Universitário,1500,1518,Universidade de Lisboa,Universidade de Lisboa - Instituto Superior Técnico,n/a,R/A-Ef 2160/2011,Engenharia Naval e Oceânica,L162,180,CNA,6 Semestres,L1,525,45,30,2,0,0,1,0,0,5,3,1,11,42
Público,Universitário,1500,1518,Universidade de Lisboa,Universidade de Lisboa - Instituto Superior Técnico,n/a,R/A-Cr 42/2021,Engenharia Química,9125,180,CNA,3 Anos,L1,524,113,75,6,0,0,1,0,0,15,8,5,30,110
Público,Universitário,1500,1518,Universidade de Lisboa,Universidade de Lisboa - Instituto Superior Técnico,n/a,R/A-Cr 158/2021,Engenharia de Materiais,9096,180,CNA,6 Semestres,L1,543,45,25,2,0,0,1,0,0,5,3,0,11,36
Público,Universitário,1500,1518,Universidade de Lisboa,Universidade de Lisboa - Instituto Superior Técnico,n/a,R/A-Cr 2161/2011,Engenharia de Minas e Recursos Energéticos,L239,180,CNA,3 anos,L1,544,30,20,2,0,0,0,0,0,5,1,2,8,30
Público,Universitário,1500,1518,Universidade de Lisboa,Universidade de Lisboa - Instituto Superior Técnico,n/a,R/A-Cr 51/2021,Engenharia do Ambiente,9099,180,CNA,3 Anos,L1,851,55,31,3,0,0,1,0,0,5,3,0,12,43
Público,Universitário,1500,1518,Universidade de Lisboa,Universidade de Lisboa - Instituto Superior Técnico,n/a,R/A-Ef 2163/2011,Matemática Aplicada e Computação,9345,180,CNA,6 Semestres,L1,461,92,68,5,0,0,0,0,0,5,5,2,15,85
Público,Universitário,1500,1519,Universidade de Lisboa,Universidade de Lisboa - Instituto Superior Técnico (Tagus Park),n/a,R/A-Cr 2185/2011,Engenharia Eletrónica,9912,180,CNA,3 anos,L1,523,50,34,3,0,0,1,0,0,5,3,1,12,47
Público,Universitário,1500,1519,Universidade de Lisboa,Universidade de Lisboa - Instituto Superior Técnico (Tagus Park),n/a,R/A-Ef 2186/2011,Engenharia Informática e de Computadores,9121,180,CNA,6 Semestres,L1,523,155,90,8,0,0,2,0,0,5,10,1,25,116
Público,Universitário,1500,1519,Universidade de Lisboa,Universidade de Lisboa - Instituto Superior Técnico (Tagus Park),n/a,R/A-Ef 2183/2011,Engenharia de Telecomunicações e Informática,9098,180,CNA,6 Semestres,L1,523,100,55,5,0,0,1,0,0,5,6,1,17,73
Público,Universitário,1500,1519,Universidade de Lisboa,Universidade de Lisboa - Instituto Superior Técnico (Tagus Park),n/a,R/A-Ef 2184/2011,Engenharia e Gestão Industrial,9104,180,CNA,6 Semestres,L1,529,116,81,4,0,0,0,0,0,5,11,5,20,106
Público,Politécnico,3020,3021,Instituto Politécnico de Beja,Instituto Politécnico de Beja - Escola Superior Agrária,n/a,R/A-Ef 241/2011,Agronomia,9003,180,CNA,6 Semestres,L1,621,60,48,3,0,1,0,4,0,2,1,1,11,60
Público,Politécnico,3020,3021,Instituto Politécnico de Beja,Instituto Politécnico de Beja - Escola Superior Agrária,n/a,R/A-Cr 47/2013,Ciência e Tecnologia dos Alimentos,9350,180,CNA,6 Semestres,L1,541,35,23,6,0,1,0,2,0,1,1,1,11,35
Público,Politécnico,3020,3021,Instituto Politécnico de Beja,Instituto Politécnico de Beja - Escola Superior Agrária,n/a,R/A-Ef 244/2011,Engenharia do Ambiente,9099,180,CNA,6 Semestres,L1,851,25,20,1,0,1,0,1,0,1,0,1,4,25
Público,Politécnico,3020,3022,Instituto Politécnico de Beja,Instituto Politécnico de Beja - Escola Superior de Educação,n/a,R/A-Cr 13/2019,Audiovisual e Multimédia,9010,180,CNA,6 Semestres,L1,213,40,35,1,0,1,0,1,0,1,0,1,4,40
Público,Politécnico,3020,3022,Instituto Politécnico de Beja,Instituto Politécnico de Beja - Escola Superior de Educação,n/a,R/A-Ef 3253/2011,Desporto,9563,180,CNA,6 Semestres,L1,813,55,35,2,0,14,0,1,0,2,1,0,20,55
Público,Politécnico,3020,3022,Instituto Politécnico de Beja,Instituto Politécnico de Beja - Escola Superior de Educação,n/a,R/A-Ef 3254/2011,Educação Básica,9853,180,CNA,6 Semestres,L1,144,50,42,1,0,6,0,1,0,0,0,0,8,50
Público,Politécnico,3020,3022,Instituto Politécnico de Beja,Instituto Politécnico de Beja - Escola Superior de Educação,n/a,R/A-Ef 251/2011,Serviço Social,9238,180,CNA,6 Semestres,L1,762,50,45,1,0,4,0,0,0,0,0,0,5,50
Público,Politécnico,3020,3023,Instituto Politécnico de Beja,Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão,n/a,R/A-Ef 256/2011,Engenharia Informática,9119,180,CNA,6 Semestres,L1,523,70,59,1,0,1,0,4,0,1,1,3,8,70
Público,Politécnico,3020,3023,Instituto Politécnico de Beja,Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão,n/a,R/A-Ef 3255/2011,Gestão de Empresas,9152,180,CNA,6 Semestres,L1,345,80,43,4,0,1,0,2,0,2,1,1,10,54
Público,Politécnico,3020,3023,Instituto Politécnico de Beja,Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão,n/a,R/A-Ef 3255/2011,Gestão de Empresas (regime pós-laboral),9994,180,CNA,6 Semestres,L1,345,0,20,2,0,1,0,1,0,1,1,0,6,26
Público,Politécnico,3020,3023,Instituto Politécnico de Beja,Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão,n/a,R/A-Cr 101/2013,Solicitadoria,9242,180,CNA,6 Semestres,L1,380,50,45,2,0,1,0,1,0,1,0,0,5,50
Público,Politécnico,3020,3023,Instituto Politécnico de Beja,Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão,n/a,R/A-Ef 3256/2011,Turismo,9254,180,CNA,6 Semestres,L1,812,52,39,5,0,1,0,4,0,1,1,1,12,52
Público,Politécnico,3020,7005,Instituto Politécnico de Beja,Instituto Politécnico de Beja - Escola Superior de Saúde,n/a,R/A-Ef 202/2012,Enfermagem,9500,240,CNA,8 Semestres,L1,723,65,37,2,0,4,0,1,0,1,1,1,9,47
Público,Politécnico,3020,7005,Instituto Politécnico de Beja,Instituto Politécnico de Beja - Escola Superior de Saúde,n/a,R/A-Ef 203/2012,Terapia Ocupacional,8138,240,CNA,8 Semestres,L1,726,40,28,3,0,6,0,1,0,1,0,1,11,40
Público,Politécnico,3030,3031,Instituto Politécnico do Cávado e do Ave,Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão,n/a,R/A-Ef 3346/2011,Contabilidade,9056,180,CNA,6 Semestres,L1,344,110,40,4,0,7,2,2,0,4,2,1,21,62
Público,Politécnico,3030,3031,Instituto Politécnico do Cávado e do Ave,Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão,n/a,R/A-Ef 3346/2011,Contabilidade (regime pós-laboral),9869,180,CNA,6 Semestres,L1,344,0,25,7,0,6,2,2,0,3,3,0,23,48
Público,Politécnico,3030,3031,Instituto Politécnico do Cávado e do Ave,Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão,n/a,R/A-Ef 739/2011,Finanças,9140,180,CNA,6 Semestres,L1,343,55,32,3,0,8,2,2,0,4,3,1,22,55
Público,Politécnico,3030,3031,Instituto Politécnico do Cávado e do Ave,Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão,n/a,R/A-Ef 3347/2011,Fiscalidade,9759,180,CNA,6 Semestres,L1,344,100,31,3,0,7,3,3,0,3,3,1,22,54
Público,Politécnico,3030,3031,Instituto Politécnico do Cávado e do Ave,Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão,n/a,R/A-Ef 3347/2011,Fiscalidade (regime pós-laboral),9990,180,CNA,6 Semestres,L1,344,0,20,6,0,8,3,2,0,3,4,0,26,46
Público,Politécnico,3030,3031,Instituto Politécnico do Cávado e do Ave,Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão,n/a,R/A-Cr 3/2010,Gestão Pública,L140,180,CNA,6 Semestres,L1,345,80,40,1,0,3,2,2,0,3,2,2,13,55
