course_id,exam_code,conjunto_id,weight
1300_1306_9219,02,1,0.5
1300_1306_9219,18,1,0.5
1300_1306_9219,17,2,0.5
1300_1306_9219,18,2,0.5
1300_1307_9015,02,1,0.5
1300_1307_9015,07,1,0.5
1300_1307_9015,07,2,0.5
1300_1307_9015,19,2,0.5
1300_1307_9455,07,1,0.5
1300_1307_9455,19,1,0.5
1300_1307_9089,07,1,0.5
1300_1307_9089,16,1,0.5
1300_1307_9107,16,1,0.5
1300_1307_9107,02,1,0.5
1300_1307_9107,16,2,0.5
1300_1307_9107,03,2,0.5
1300_1307_9107,16,3,0.5
1300_1307_9107,04,3,0.5
1300_1307_9107,16,4,0.5
1300_1307_9107,07,4,0.5
1300_1307_9107,16,5,0.5
1300_1307_9107,10,5,0.5
1300_1307_9107,16,6,0.5
1300_1307_9107,18,6,0.5
1300_1307_L367,07,1,0.5
1300_1307_L367,19,1,0.5
1300_1307_9119,16,1,0.5
1300_1307_9119,02,1,0.5
1300_1307_9119,16,2,0.5
1300_1307_9119,03,2,0.5
1300_1307_9119,16,3,0.5
1300_1307_9119,04,3,0.5
1300_1307_9119,16,4,0.5
1300_1307_9119,07,4,0.5
1300_1307_9119,16,5,0.5
1300_1307_9119,10,5,0.5
1300_1307_9119,16,6,0.5
1300_1307_9119,18,6,0.5
1300_1307_9209,19,1,0.5
1300_1307_9209,02,1,0.5
1300_1307_9209,19,2,0.5
1300_1307_9209,04,2,0.5
1300_1307_9209,19,3,0.5
1300_1307_9209,07,3,0.5
1300_1307_9209,19,4,0.5
1300_1307_9209,18,4,0.5
1300_1308_9026,11,1,0.5
1300_1308_9026,17,1,0.5
1300_1308_9026,11,2,0.5
1300_1308_9026,18,2,0.5
1300_1308_9026,17,3,0.5
1300_1308_9026,18,3,0.5
1300_1308_9081,04,1,0.5
1300_1308_9081,16,1,0.5
1300_1308_9081,09,2,0.5
1300_1308_9081,16,2,0.5
1300_1308_9081,16,3,0.5
1300_1308_9081,18,3,0.5
1300_1308_9853,19,1,0.5
1300_1308_9853,18,1,0.5
1300_1308_9853,16,2,0.5
1300_1308_9853,18,2,0.5
1300_1308_9853,17,3,0.5
1300_1308_9853,18,3,0.5
1300_1308_9736,02,1,0.5
1300_1308_9736,16,1,0.5
1300_1308_9736,02,2,0.5
1300_1308_9736,18,2,0.5
1300_1308_9736,16,3,0.5
1300_1308_9736,18,3,0.5
1300_1308_9147,04,1,0.5
1300_1308_9147,18,1,0.5
1300_1308_9147,04,2,0.5
1300_1308_9147,17,2,0.5
1300_1309_9011,02,1,0.5
1300_1309_9011,07,1,0.5
1300_1309_9011,02,2,0.5
1300_1309_9011,19,2,0.5
1300_1309_9011,02,3,0.5
1300_1309_9011,18,3,0.5
1300_1309_8083,02,1,0.3333
1300_1309_8083,07,1,0.3333
1300_1309_8083,19,1,0.3333
1500_1501_9257,10,1,0.5
1500_1501_9257,16,1,0.5
1500_1501_9257,03,2,0.5
1500_1501_9257,10,2,0.5
1500_1501_9257,03,3,0.5
1500_1501_9257,12,3,0.5
1500_1501_9069,03,1,0.5
1500_1501_9069,10,1,0.5
1500_1501_9069,03,2,0.5
1500_1501_9069,12,2,0.5
1500_1501_9069,10,3,0.5
1500_1501_9069,16,3,0.5
1500_1501_9069,10,4,0.5
1500_1501_9069,12,4,0.5
1500_1501_9071,03,1,0.5
1500_1501_9071,10,1,0.5
1500_1501_9071,03,2,0.5
1500_1501_9071,12,2,0.5
1500_1501_9071,10,3,0.5
1500_1501_9071,16,3,0.5
1500_1501_9071,10,4,0.5
1500_1501_9071,12,4,0.5
1500_1502_9904,03,1,0.5
1500_1502_9904,12,1,0.5
1500_1502_L010,03,1,0.5
1500_1502_L010,12,1,0.5
1500_1502_8399,03,1,0.5
1500_1502_8399,10,1,0.5
1500_1502_8399,03,2,0.5
1500_1502_8399,12,2,0.5
1500_1502_9070,03,1,0.5
1500_1502_9070,10,1,0.5
1500_1502_9070,03,2,0.5
1500_1502_9070,12,2,0.5
1500_1502_9072,03,1,0.5
1500_1502_9072,10,1,0.5
1500_1502_9072,03,2,0.5
1500_1502_9072,12,2,0.5
1500_1502_9072,10,3,0.5
1500_1502_9072,12,3,0.5
1500_1502_9072,07,4,0.5
1500_1502_9072,10,4,0.5
1500_1502_9072,10,5,0.5
1500_1502_9072,19,5,0.5
1500_1502_9072,02,6,0.5
1500_1502_9072,10,6,0.5
1500_1502_9754,03,1,0.5
1500_1502_9754,10,1,0.5
1500_1502_9754,03,2,0.5
1500_1502_9754,12,2,0.5
1500_1502_9790,03,1,0.5
1500_1502_9790,10,1,0.5
1500_1502_9790,03,2,0.5
1500_1502_9790,12,2,0.5
1500_1503_9011,02,1,0.5
1500_1503_9011,07,1,0.5
1500_1503_9011,02,2,0.5
1500_1503_9011,19,2,0.5
1500_1503_9015,02,1,0.5
1500_1503_9015,19,1,0.5
1500_1503_9015,07,2,0.5
1500_1503_9015,19,2,0.5
1500_1503_L204,07,1,0.5
1500_1503_L204,19,1,0.5
1500_1503_9113,07,1,0.5
1500_1503_9113,19,1,0.5
1500_1503_L096,07,1,0.5
1500_1503_L096,19,1,0.5
1500_1503_9119,19,1,0.5
1500_1503_9119,02,1,0.5
1500_1503_9119,19,2,0.5
1500_1503_9119,04,2,0.5
1500_1503_9119,19,3,0.5
1500_1503_9119,07,3,0.5
1500_1503_9119,19,4,0.5
1500_1503_9119,10,4,0.5
1500_1503_L214,07,1,0.5
1500_1503_L214,19,1,0.5
1500_1503_L214,02,2,0.5
1500_1503_L214,19,2,0.5
1500_1503_9381,07,1,0.5
1500_1503_9381,19,1,0.5
1500_1503_9381,04,2,0.5
1500_1503_9381,19,2,0.5
1500_1503_9381,02,3,0.5
1500_1503_9381,19,3,0.5
1500_1503_9141,07,1,0.5
1500_1503_9141,19,1,0.5
1500_1503_9146,02,1,0.5
1500_1503_9146,07,1,0.5
1500_1503_9146,02,2,0.5
1500_1503_9146,19,2,0.5
1500_1503_9146,07,3,0.5
1500_1503_9146,19,3,0.5
1500_1503_9209,07,1,0.5
1500_1503_9209,19,1,0.5
1500_1503_9209,02,2,0.5
1500_1503_9209,19,2,0.5
1500_1503_9209,04,3,0.5
1500_1503_9209,19,3,0.5
1500_1503_9385,07,1,0.5
1500_1503_9385,19,1,0.5
1500_1503_9385,04,2,0.5
1500_1503_9385,19,2,0.5
1500_1503_9385,02,3,0.5
1500_1503_9385,19,3,0.5
1500_1503_9212,07,1,0.5
1500_1503_9212,19,1,0.5
1500_1503_9212,02,2,0.5
1500_1503_9212,19,2,0.5
1500_1503_9223,07,1,0.5
1500_1503_9223,19,1,0.5
1500_1503_9226,07,1,0.5
1500_1503_9226,19,1,0.5
1500_1503_L079,16,1,0.5
1500_1503_L079,02,1,0.5
1500_1503_L079,16,2,0.5
1500_1503_L079,04,2,0.5
1500_1503_L079,16,3,0.5
1500_1503_L079,07,3,0.5
1500_1503_L079,16,4,0.5
1500_1503_L079,10,4,0.5
1500_1504_9078,06,1,0.5
1500_1504_9078,18,1,0.5
1500_1504_9078,11,2,0.5
1500_1504_9078,18,2,0.5
1500_1504_8358,06,1,0.5
1500_1504_8358,18,1,0.5
1500_1504_8358,11,2,0.5
1500_1504_8358,18,2,0.5
1500_1505_9494,02,1,0.5
1500_1505_9494,07,1,0.5
1500_1506_9006,12,1,0.5
1500_1506_9006,11,1,0.5
1500_1506_9006,12,2,0.5
1500_1506_9006,18,2,0.5
1500_1506_9006,11,3,0.5
1500_1506_9006,18,3,0.5
1500_1506_8413,11,1,0.5
1500_1506_8413,18,1,0.5
1500_1506_8413,06,2,0.5
1500_1506_8413,18,2,0.5
1500_1506_9040,18,1,0.5
1500_1506_9040,06,1,0.5
1500_1506_9040,18,2,0.5
1500_1506_9040,08,2,0.5
1500_1506_9040,18,3,0.5
1500_1506_9040,11,3,0.5
1500_1506_9040,18,4,0.5
1500_1506_9040,13,4,0.5
1500_1506_9040,18,5,0.5
1500_1506_9040,16,5,0.5
1500_1506_9131,18,1,0.5
1500_1506_9131,04,1,0.5
1500_1506_9131,18,2,0.5
1500_1506_9131,06,2,0.5
1500_1506_9131,18,3,0.5
1500_1506_9131,09,3,0.5
1500_1506_9131,18,4,0.5
1500_1506_9131,11,4,0.5
1500_1506_9132,06,1,0.5
1500_1506_9132,12,1,0.5
1500_1506_9132,06,2,0.5
1500_1506_9132,13,2,0.5
1500_1506_9132,06,3,0.5
1500_1506_9132,18,3,0.5
1500_1506_9132,12,4,0.5
1500_1506_9132,13,4,0.5
1500_1506_9132,12,5,0.5
1500_1506_9132,18,5,0.5
1500_1506_9132,13,6,0.5
1500_1506_9132,18,6,0.5
1500_1506_9914,06,1,0.5
1500_1506_9914,18,1,0.5
1500_1506_9914,09,2,0.5
1500_1506_9914,18,2,0.5
1500_1506_9914,11,3,0.5
1500_1506_9914,18,3,0.5
1500_1506_9133,06,1,0.5
1500_1506_9133,12,1,0.5
1500_1506_9133,06,2,0.5
1500_1506_9133,14,2,0.5
1500_1506_9133,06,3,0.5
1500_1506_9133,18,3,0.5
1500_1506_9133,12,4,0.5
1500_1506_9133,14,4,0.5
1500_1506_9133,12,5,0.5
1500_1506_9133,18,5,0.5
1500_1506_9133,14,6,0.5
1500_1506_9133,18,6,0.5
1500_1506_L097,06,1,0.5
1500_1506_L097,12,1,0.5
1500_1506_L097,06,2,0.5
1500_1506_L097,15,2,0.5
1500_1506_L097,06,3,0.5
1500_1506_L097,18,3,0.5
1500_1506_L097,12,4,0.5
1500_1506_L097,15,4,0.5
1500_1506_L097,12,5,0.5
1500_1506_L097,18,5,0.5
1500_1506_L097,15,6,0.5
1500_1506_L097,18,6,0.5
1500_1506_9135,18,1,0.5
1500_1506_9135,04,1,0.5
1500_1506_9135,18,2,0.5
1500_1506_9135,06,2,0.5
1500_1506_9135,18,3,0.5
1500_1506_9135,09,3,0.5
1500_1506_9135,18,4,0.5
1500_1506_9135,11,4,0.5
1500_1506_8458,06,1,0.5
1500_1506_8458,16,1,0.5
1500_1506_8458,06,2,0.5
1500_1506_8458,18,2,0.5
1500_1506_8458,16,3,0.5
1500_1506_8458,18,3,0.5
1500_1506_9917,18,1,0.5
1500_1506_9917,06,1,0.5
1500_1506_9917,18,2,0.5
1500_1506_9917,11,2,0.5
1500_1506_9917,18,3,0.5
1500_1506_9917,14,3,0.5
1500_1506_9917,18,4,0.5
1500_1506_9917,15,4,0.5
1500_1506_L288,06,1,0.5
1500_1506_L288,11,1,0.5
1500_1506_L288,06,2,0.5
1500_1506_L288,13,2,0.5
1500_1506_L288,06,3,0.5
1500_1506_L288,18,3,0.5
1500_1506_L288,11,4,0.5
1500_1506_L288,13,4,0.5
1500_1506_L288,11,5,0.5
1500_1506_L288,18,5,0.5
1500_1506_L288,13,6,0.5
1500_1506_L288,18,6,0.5
1500_1506_9139,06,1,0.5
1500_1506_9139,11,1,0.5
1500_1506_9139,06,2,0.5
1500_1506_9139,16,2,0.5
1500_1506_9139,06,3,0.5
1500_1506_9139,18,3,0.5
1500_1506_9139,11,4,0.5
1500_1506_9139,16,4,0.5
1500_1506_9139,11,5,0.5
1500_1506_9139,18,5,0.5
1500_1506_9139,16,6,0.5
1500_1506_9139,18,6,0.5
1500_1506_9181,06,1,0.5
1500_1506_9181,12,1,0.5
1500_1506_9181,06,2,0.5
1500_1506_9181,11,2,0.5
1500_1506_9181,06,3,0.5
1500_1506_9181,18,3,0.5
1500_1506_9181,12,4,0.5
1500_1506_9181,11,4,0.5
1500_1506_9181,12,5,0.5
1500_1506_9181,18,5,0.5
1500_1506_9181,11,6,0.5
1500_1506_9181,18,6,0.5
1500_1506_9182,06,1,0.5
1500_1506_9182,12,1,0.5
1500_1506_9182,06,2,0.5
1500_1506_9182,11,2,0.5
1500_1506_9182,06,3,0.5
1500_1506_9182,18,3,0.5
1500_1506_9182,12,4,0.5
1500_1506_9182,11,4,0.5
1500_1506_9182,12,5,0.5
1500_1506_9182,18,5,0.5
1500_1506_9182,11,6,0.5
1500_1506_9182,18,6,0.5
1500_1506_9204,18,1,0.5
1500_1506_9204,01,1,0.5
1500_1506_9204,18,2,0.5
1500_1506_9204,05,2,0.5
1500_1506_9204,18,3,0.5
1500_1506_9204,08,3,0.5
1500_1506_9204,18,4,0.5
1500_1506_9204,13,4,0.5
1500_1506_9252,18,1,0.5
1500_1506_9252,01,1,0.5
1500_1506_9252,18,2,0.5
1500_1506_9252,05,2,0.5
1500_1506_9252,18,3,0.5
1500_1506_9252,08,3,0.5
1500_1506_9252,18,4,0.5
1500_1506_9252,13,4,0.5
1500_1507_9554,02,1,0.5
1500_1507_9554,07,1,0.5
1500_1507_9813,02,1,0.3333
1500_1507_9813,07,1,0.3333
1500_1507_9813,19,1,0.3333
1500_1508_9556,02,1,0.5
1500_1508_9556,07,1,0.5
1500_1508_9556,02,2,0.5
1500_1508_9556,16,2,0.5
1500_1508_9556,02,3,0.5
1500_1508_9556,18,3,0.5
1500_1508_9548,02,1,0.5
1500_1508_9548,07,1,0.5
1500_1508_9548,02,2,0.5
1500_1508_9548,19,2,0.5
1500_1508_9791,02,1,0.5
1500_1508_9791,03,1,0.5
1500_1508_9791,02,2,0.5
1500_1508_9791,07,2,0.5
1500_1508_9791,02,3,0.5
1500_1508_9791,16,3,0.5
1500_1509_9847,02,1,0.5
1500_1509_9847,07,1,0.5
1500_1510_9707,02,1,0.5
1500_1510_9707,16,1,0.5
1500_1510_9707,02,2,0.5
1500_1510_9707,07,2,0.5
1500_1510_9707,07,3,0.5
1500_1510_9707,16,3,0.5
1500_1510_9707,16,4,0.5
1500_1510_9707,18,4,0.5
1500_1510_9068,02,1,0.5
1500_1510_9068,18,1,0.5
1500_1510_9068,02,2,0.5
1500_1510_9068,10,2,0.5
1500_1510_9068,10,3,0.5
1500_1510_9068,18,3,0.5
1500_1510_9068,12,4,0.5
1500_1510_9068,18,4,0.5
1500_1510_9068,10,5,0.5
1500_1510_9068,12,5,0.5
1500_1510_9068,13,6,0.5
1500_1510_9068,18,6,0.5
1500_1510_9162,02,1,0.5
1500_1510_9162,19,1,0.5
1500_1510_9162,04,2,0.5
1500_1510_9162,19,2,0.5
1500_1510_9841,02,1,0.5
1500_1510_9841,18,1,0.5
1500_1510_9841,02,2,0.5
1500_1510_9841,16,2,0.5
1500_1511_9219,02,1,0.5
1500_1511_9219,16,1,0.5
1500_1511_9219,02,2,0.5
1500_1511_9219,18,2,0.5
1500_1511_9219,17,3,0.5
1500_1511_9219,18,3,0.5
1500_1513_L040,11,1,0.5
1500_1513_L040,17,1,0.5
1500_1513_L040,11,2,0.5
1500_1513_L040,18,2,0.5
1500_1513_L040,02,3,0.5
1500_1513_L040,18,3,0.5
1500_1514_9143,09,1,0.5
1500_1514_9143,18,1,0.5
1500_1514_9143,02,2,0.5
1500_1514_9143,18,2,0.5
1500_1514_9143,04,3,0.5
1500_1514_9143,18,3,0.5
1500_1514_8411,04,1,0.5
1500_1514_8411,16,1,0.5
1500_1514_8411,16,2,0.5
1500_1514_8411,18,2,0.5
1500_1515_8258,02,1,0.5
1500_1515_8258,07,1,0.5
1500_1515_8258,02,2,0.5
1500_1515_8258,10,2,0.5
1500_1515_8258,02,3,0.5
1500_1515_8258,16,3,0.5
1500_1515_8258,07,4,0.5
1500_1515_8258,10,4,0.5
1500_1515_8258,07,5,0.5
1500_1515_8258,16,5,0.5
1500_1515_8258,10,6,0.5
1500_1515_8258,16,6,0.5
1500_1515_9011,02,1,0.5
1500_1515_9011,07,1,0.5
1500_1515_9011,02,2,0.5
1500_1515_9011,16,2,0.5
1500_1515_9011,07,3,0.5
1500_1515_9011,16,3,0.5
1500_1515_9086,02,1,0.5
1500_1515_9086,19,1,0.5
1500_1515_9086,07,2,0.5
1500_1515_9086,19,2,0.5
1500_1515_9087,02,1,0.5
1500_1515_9087,19,1,0.5
1500_1515_9087,07,2,0.5
1500_1515_9087,19,2,0.5
1500_1515_8377,02,1,0.5
1500_1515_8377,19,1,0.5
1500_1515_8377,07,2,0.5
1500_1515_8377,19,2,0.5
1500_1515_9129,02,1,0.5
1500_1515_9129,19,1,0.5
1500_1515_9129,07,2,0.5
1500_1515_9129,19,2,0.5
1500_1515_9099,02,1,0.5
1500_1515_9099,19,1,0.5
1500_1515_9099,07,2,0.5
1500_1515_9099,19,2,0.5
1500_1516_9002,18,1,0.5
1500_1516_9002,04,1,0.5
1500_1516_9002,18,2,0.5
1500_1516_9002,06,2,0.5
1500_1516_9002,18,3,0.5
1500_1516_9002,09,3,0.5
1500_1516_9002,18,4,0.5
1500_1516_9002,11,4,0.5
1500_1516_8102,18,1,0.5
1500_1516_8102,04,1,0.5
1500_1516_8102,18,2,0.5
1500_1516_8102,06,2,0.5
1500_1516_8102,18,3,0.5
1500_1516_8102,09,3,0.5
1500_1516_8102,18,4,0.5
1500_1516_8102,11,4,0.5
1500_1516_8363,18,1,0.5
1500_1516_8363,04,1,0.5
1500_1516_8363,18,2,0.5
1500_1516_8363,06,2,0.5
1500_1516_8363,18,3,0.5
1500_1516_8363,09,3,0.5
1500_1516_8363,18,4,0.5
1500_1516_8363,11,4,0.5
1500_1516_9448,18,1,0.5
1500_1516_9448,04,1,0.5
1500_1516_9448,18,2,0.5
1500_1516_9448,06,2,0.5
1500_1516_9448,18,3,0.5
1500_1516_9448,09,3,0.5
1500_1516_9448,18,4,0.5
1500_1516_9448,11,4,0.5
1500_1516_9019,18,1,0.5
1500_1516_9019,04,1,0.5
1500_1516_9019,18,2,0.5
1500_1516_9019,06,2,0.5
1500_1516_9019,18,3,0.5
1500_1516_9019,09,3,0.5
1500_1516_9019,18,4,0.5
1500_1516_9019,11,4,0.5
1500_1516_9023,18,1,0.5
1500_1516_9023,04,1,0.5
1500_1516_9023,18,2,0.5
1500_1516_9023,06,2,0.5
1500_1516_9023,18,3,0.5
1500_1516_9023,09,3,0.5
1500_1516_9023,18,4,0.5
1500_1516_9023,11,4,0.5
1500_1516_9157,18,1,0.5
1500_1516_9157,04,1,0.5
1500_1516_9157,18,2,0.5
1500_1516_9157,06,2,0.5
1500_1516_9157,18,3,0.5
1500_1516_9157,09,3,0.5
1500_1516_9157,18,4,0.5
1500_1516_9157,11,4,0.5
1500_1516_8111,18,1,0.5
1500_1516_8111,04,1,0.5
1500_1516_8111,18,2,0.5
1500_1516_8111,06,2,0.5
1500_1516_8111,18,3,0.5
1500_1516_8111,09,3,0.5
1500_1516_8111,18,4,0.5
1500_1516_8111,11,4,0.5
1500_1516_9229,18,1,0.5
1500_1516_9229,04,1,0.5
1500_1516_9229,18,2,0.5
1500_1516_9229,06,2,0.5
1500_1516_9229,18,3,0.5
1500_1516_9229,09,3,0.5
1500_1516_9229,18,4,0.5
1500_1516_9229,11,4,0.5
1500_1516_8364,18,1,0.5
1500_1516_8364,04,1,0.5
1500_1516_8364,18,2,0.5
1500_1516_8364,06,2,0.5
1500_1516_8364,18,3,0.5
1500_1516_8364,09,3,0.5
1500_1516_8364,18,4,0.5
1500_1516_8364,11,4,0.5
1500_1516_9238,18,1,0.5
1500_1516_9238,04,1,0.5
1500_1516_9238,18,2,0.5
1500_1516_9238,06,2,0.5
1500_1516_9238,18,3,0.5
1500_1516_9238,09,3,0.5
1500_1516_9238,18,4,0.5
1500_1516_9238,11,4,0.5
1500_1516_8014,18,1,0.5
1500_1516_8014,04,1,0.5
1500_1516_8014,18,2,0.5
1500_1516_8014,06,2,0.5
1500_1516_8014,18,3,0.5
1500_1516_8014,09,3,0.5
1500_1516_8014,18,4,0.5
1500_1516_8014,11,4,0.5
1500_1516_9240,18,1,0.5
1500_1516_9240,04,1,0.5
1500_1516_9240,18,2,0.5
1500_1516_9240,06,2,0.5
1500_1516_9240,18,3,0.5
1500_1516_9240,09,3,0.5
1500_1516_9240,18,4,0.5
1500_1516_9240,11,4,0.5
1500_1516_8109,18,1,0.5
1500_1516_8109,04,1,0.5
1500_1516_8109,18,2,0.5
1500_1516_8109,06,2,0.5
1500_1516_8109,18,3,0.5
1500_1516_8109,09,3,0.5
1500_1516_8109,18,4,0.5
1500_1516_8109,11,4,0.5
1500_1517_9081,19,1,0.5
1500_1517_9081,02,1,0.5
1500_1517_9081,19,2,0.5
1500_1517_9081,04,2,0.5
1500_1517_9081,19,3,0.5
1500_1517_9081,07,3,0.5
1500_1517_9081,19,4,0.5
1500_1517_9081,09,4,0.5
1500_1517_9081,19,5,0.5
1500_1517_9081,13,5,0.5
1500_1517_9081,19,6,0.5
1500_1517_9081,18,6,0.5
1500_1517_A006,19,1,0.5
1500_1517_A006,02,1,0.5
1500_1517_A006,19,2,0.5
1500_1517_A006,04,2,0.5
1500_1517_A006,19,3,0.5
1500_1517_A006,07,3,0.5
1500_1517_A006,19,4,0.5
1500_1517_A006,09,4,0.5
1500_1517_A006,19,5,0.5
1500_1517_A006,13,5,0.5
1500_1517_A006,19,6,0.5
1500_1517_A006,18,6,0.5
1500_1517_A013,19,1,0.5
1500_1517_A013,02,1,0.5
1500_1517_A013,19,2,0.5
1500_1517_A013,04,2,0.5
1500_1517_A013,19,3,0.5
1500_1517_A013,07,3,0.5
1500_1517_A013,19,4,0.5
1500_1517_A013,09,4,0.5
1500_1517_A013,19,5,0.5
1500_1517_A013,13,5,0.5
1500_1517_A013,19,6,0.5
1500_1517_A013,18,6,0.5
1500_1517_9147,19,1,0.5
1500_1517_9147,02,1,0.5
1500_1517_9147,19,2,0.5
1500_1517_9147,04,2,0.5
1500_1517_9147,19,3,0.5
1500_1517_9147,07,3,0.5
1500_1517_9147,19,4,0.5
1500_1517_9147,09,4,0.5
1500_1517_9147,19,5,0.5
1500_1517_9147,13,5,0.5
1500_1517_9147,19,6,0.5
1500_1517_9147,18,6,0.5
1500_1517_A001,19,1,0.5
1500_1517_A001,02,1,0.5
1500_1517_A001,19,2,0.5
1500_1517_A001,04,2,0.5
1500_1517_A001,19,3,0.5
1500_1517_A001,07,3,0.5
1500_1517_A001,19,4,0.5
1500_1517_A001,09,4,0.5
1500_1517_A001,19,5,0.5
1500_1517_A001,13,5,0.5
1500_1517_A001,19,6,0.5
1500_1517_A001,18,6,0.5
1500_1517_9210,19,1,0.5
1500_1517_9210,02,1,0.5
1500_1517_9210,19,2,0.5
1500_1517_9210,04,2,0.5
1500_1517_9210,19,3,0.5
1500_1517_9210,07,3,0.5
1500_1517_9210,19,4,0.5
1500_1517_9210,09,4,0.5
1500_1517_9210,19,5,0.5
1500_1517_9210,18,5,0.5
1500_1517_A018,19,1,0.5
1500_1517_A018,02,1,0.5
1500_1517_A018,19,2,0.5
1500_1517_A018,04,2,0.5
1500_1517_A018,19,3,0.5
1500_1517_A018,07,3,0.5
1500_1517_A018,19,4,0.5
1500_1517_A018,09,4,0.5
1500_1517_A018,19,5,0.5
1500_1517_A018,13,5,0.5
1500_1517_A018,19,6,0.5
1500_1517_A018,18,6,0.5
1500_1518_9257,03,1,0.5
1500_1518_9257,16,1,0.5
1500_1518_9257,10,2,0.5
1500_1518_9257,16,2,0.5
1500_1518_L221,07,1,0.5
1500_1518_L221,19,1,0.5
1500_1518_9474,07,1,0.5
1500_1518_9474,19,1,0.5
1500_1518_9455,07,1,0.5
1500_1518_9455,19,1,0.5
1500_1518_9089,07,1,0.5
1500_1518_9089,19,1,0.5
1500_1518_L209,07,1,0.5
1500_1518_L209,19,1,0.5
1500_1518_L233,07,1,0.5
1500_1518_L233,19,1,0.5
1500_1518_9121,02,1,0.5
1500_1518_9121,19,1,0.5
1500_1518_9121,07,2,0.5
1500_1518_9121,19,2,0.5
1500_1518_9121,10,3,0.5
1500_1518_9121,19,3,0.5
1500_1518_9123,07,1,0.5
1500_1518_9123,19,1,0.5
1500_1518_L162,07,1,0.5
1500_1518_L162,19,1,0.5
1500_1518_9125,07,1,0.5
1500_1518_9125,19,1,0.5
1500_1518_9096,07,1,0.5
1500_1518_9096,19,1,0.5
1500_1518_L239,02,1,0.5
1500_1518_L239,19,1,0.5
1500_1518_L239,07,2,0.5
1500_1518_L239,19,2,0.5
1500_1518_9099,02,1,0.5
1500_1518_9099,19,1,0.5
1500_1518_9099,07,2,0.5
1500_1518_9099,19,2,0.5
1500_1518_9345,02,1,0.5
1500_1518_9345,19,1,0.5
1500_1518_9345,07,2,0.5
1500_1518_9345,19,2,0.5
1500_1518_9345,04,3,0.5
1500_1518_9345,19,3,0.5
1500_1519_9912,07,1,0.5
1500_1519_9912,19,1,0.5
1500_1519_9121,02,1,0.5
1500_1519_9121,19,1,0.5
1500_1519_9121,07,2,0.5
1500_1519_9121,19,2,0.5
1500_1519_9121,10,3,0.5
1500_1519_9121,19,3,0.5
1500_1519_9098,07,1,0.5
1500_1519_9098,19,1,0.5
1500_1519_9104,07,1,0.5
1500_1519_9104,19,1,0.5
3020_3021_9003,02,1,0.5
3020_3021_9003,04,1,0.5
3020_3021_9003,02,2,0.5
3020_3021_9003,07,2,0.5
3020_3021_9003,02,3,0.5
3020_3021_9003,16,3,0.5
3020_3021_9350,02,1,0.5
3020_3021_9350,07,1,0.5
3020_3021_9350,02,2,0.5
3020_3021_9350,16,2,0.5
3020_3021_9350,02,3,0.5
3020_3021_9350,19,3,0.5
3020_3021_9099,02,1,0.5
3020_3021_9099,16,1,0.5
3020_3021_9099,07,2,0.5
3020_3021_9099,16,2,0.5
3020_3022_9010,18,1,0.5
3020_3022_9010,03,1,0.5
3020_3022_9010,18,2,0.5
3020_3022_9010,10,2,0.5
3020_3022_9010,18,3,0.5
3020_3022_9010,12,3,0.5
3020_3022_9010,18,4,0.5
3020_3022_9010,11,4,0.5
3020_3022_9010,18,5,0.5
3020_3022_9010,17,5,0.5
3020_3022_9563,17,1,0.5
3020_3022_9563,18,1,0.5
3020_3022_9563,02,2,0.5
3020_3022_9563,18,2,0.5
3020_3022_9563,06,3,0.5
3020_3022_9563,18,3,0.5
3020_3022_9853,16,1,0.5
3020_3022_9853,18,1,0.5
3020_3022_9853,17,2,0.5
3020_3022_9853,18,2,0.5
3020_3022_9853,19,3,0.5
3020_3022_9853,18,3,0.5
3020_3022_9238,11,1,0.5
3020_3022_9238,18,1,0.5
3020_3022_9238,04,2,0.5
3020_3022_9238,18,2,0.5
3020_3022_9238,06,3,0.5
3020_3022_9238,18,3,0.5
3020_3023_9119,07,1,0.5
3020_3023_9119,16,1,0.5
3020_3023_9119,10,2,0.5
3020_3023_9119,16,2,0.5
3020_3023_9152,04,1,0.5
3020_3023_9152,17,1,0.5
3020_3023_9152,04,2,0.5
3020_3023_9152,16,2,0.5
3020_3023_9994,04,1,0.5
3020_3023_9994,17,1,0.5
3020_3023_9994,04,2,0.5
3020_3023_9994,16,2,0.5
3020_3023_9242,04,1,0.5
3020_3023_9242,18,1,0.5
3020_3023_9242,11,2,0.5
3020_3023_9242,18,2,0.5
3020_3023_9242,06,3,0.5
3020_3023_9242,18,3,0.5
3020_3023_9254,09,1,0.5
3020_3023_9254,11,1,0.5
3020_3023_9254,09,2,0.5
3020_3023_9254,18,2,0.5
3020_3023_9254,11,3,0.5
3020_3023_9254,18,3,0.5
3020_7005_9500,02,1,0.5
3020_7005_9500,16,1,0.5
3020_7005_9500,02,2,0.5
3020_7005_9500,07,2,0.5
3020_7005_9500,02,3,0.5
3020_7005_9500,18,3,0.5
3020_7005_8138,02,1,0.5
3020_7005_8138,16,1,0.5
3020_7005_8138,02,2,0.5
3020_7005_8138,07,2,0.5
3020_7005_8138,02,3,0.5
3020_7005_8138,18,3,0.5
3030_3031_9056,04,1,0.5
3030_3031_9056,16,1,0.5
3030_3031_9056,04,2,0.5
3030_3031_9056,18,2,0.5
3030_3031_9056,16,3,0.5
3030_3031_9056,18,3,0.5
3030_3031_9869,04,1,0.5
3030_3031_9869,16,1,0.5
3030_3031_9869,04,2,0.5
3030_3031_9869,18,2,0.5
