course_id,exam_code,conjunto_id,weight
0200_0201_9817,03,1,0.5
0200_0201_9817,10,1,0.5
0200_0201_9817,03,2,0.5
0200_0201_9817,12,2,0.5
0200_0201_9817,03,3,0.5
0200_0201_9817,18,3,0.5
0200_0201_9817,10,4,0.5
0200_0201_9817,12,4,0.5
0200_0201_9817,10,5,0.5
0200_0201_9817,18,5,0.5
0200_0201_9817,12,6,0.5
0200_0201_9817,18,6,0.5
0200_0201_9821,06,1,0.5
0200_0201_9821,18,1,0.5
0200_0201_9821,02,2,0.5
0200_0201_9821,18,2,0.5
0200_0201_9821,11,3,0.5
0200_0201_9821,18,3,0.5
0200_0201_9821,17,4,0.5
0200_0201_9821,18,4,0.5
0200_0201_9821,06,5,0.5
0200_0201_9821,11,5,0.5
0200_0201_9821,06,6,0.5
0200_0201_9821,17,6,0.5
0200_0201_L252,13,1,0.5
0200_0201_L252,18,1,0.5
0200_0201_L252,08,2,0.5
0200_0201_L252,13,2,0.5
0200_0201_L252,06,3,0.5
0200_0201_L252,18,3,0.5
0200_0201_L252,05,4,0.5
0200_0201_L252,18,4,0.5
0200_0201_L252,05,5,0.5
0200_0201_L252,13,5,0.5
0200_0201_9204,13,1,0.5
0200_0201_9204,18,1,0.5
0200_0201_9204,08,2,0.5
0200_0201_9204,18,2,0.5
0200_0201_9204,08,3,0.5
0200_0201_9204,13,3,0.5
0200_0201_9204,05,4,0.5
0200_0201_9204,18,4,0.5
0200_0201_9204,05,5,0.5
0200_0201_9204,13,5,0.5
0200_0201_8509,12,1,0.5
0200_0201_8509,18,1,0.5
0200_0201_8509,11,2,0.5
0200_0201_8509,18,2,0.5
0200_0201_8509,06,3,0.5
0200_0201_8509,18,3,0.5
0200_0201_8509,09,4,0.5
0200_0201_8509,18,4,0.5
0200_0201_8509,09,5,0.5
0200_0201_8509,11,5,0.5
0200_0201_8509,06,6,0.5
0200_0201_8509,11,6,0.5
0200_0201_9219,02,1,0.5
0200_0201_9219,18,1,0.5
0200_0201_9219,17,2,0.5
0200_0201_9219,18,2,0.5
0200_0201_9219,06,3,0.5
0200_0201_9219,18,3,0.5
0200_0201_9219,07,4,0.5
0200_0201_9219,18,4,0.5
0200_0201_9219,02,5,0.5
0200_0201_9219,16,5,0.5
0200_0201_9219,02,6,0.5
0200_0201_9219,06,6,0.5
0200_0203_9003,02,1,0.5
0200_0203_9003,16,1,0.5
0200_0203_9003,02,2,0.5
0200_0203_9003,07,2,0.5
0200_0203_9003,02,3,0.5
0200_0203_9003,18,3,0.5
0200_0203_8258,02,1,0.5
0200_0203_8258,18,1,0.5
0200_0203_8258,19,2,0.5
0200_0203_8258,18,2,0.5
0200_0203_8258,03,3,0.5
0200_0203_8258,18,3,0.5
0200_0203_9540,02,1,0.5
0200_0203_9540,19,1,0.5
0200_0203_9540,07,2,0.5
0200_0203_9540,19,2,0.5
0200_0203_9011,02,1,0.5
0200_0203_9011,19,1,0.5
0200_0203_9011,02,2,0.5
0200_0203_9011,07,2,0.5
0200_0203_9011,02,3,0.5
0200_0203_9011,18,3,0.5
0200_0203_9013,02,1,0.5
0200_0203_9013,19,1,0.5
0200_0203_9013,02,2,0.5
0200_0203_9013,07,2,0.5
0200_0203_9013,02,3,0.5
0200_0203_9013,18,3,0.5
0200_0203_9015,02,1,0.5
0200_0203_9015,19,1,0.5
0200_0203_9015,02,2,0.5
0200_0203_9015,07,2,0.5
0200_0203_9015,02,3,0.5
0200_0203_9015,18,3,0.5
0200_0203_9016,02,1,0.5
0200_0203_9016,19,1,0.5
0200_0203_9016,02,2,0.5
0200_0203_9016,07,2,0.5
0200_0203_9016,02,3,0.5
0200_0203_9016,18,3,0.5
0200_0203_9494,02,1,0.5
0200_0203_9494,19,1,0.5
0200_0203_9494,02,2,0.5
0200_0203_9494,07,2,0.5
0200_0203_9494,02,3,0.5
0200_0203_9494,18,3,0.5
0200_0203_9119,19,1,0.5
0200_0203_9119,18,1,0.5
0200_0203_9119,07,2,0.5
0200_0203_9119,19,2,0.5
0200_0203_9119,02,3,0.5
0200_0203_9119,19,3,0.5
0200_0203_L123,02,1,0.5
0200_0203_L123,18,1,0.5
0200_0203_L123,02,2,0.5
0200_0203_L123,19,2,0.5
0200_0203_L123,09,3,0.5
0200_0203_L123,18,3,0.5
0200_0203_L123,19,4,0.5
0200_0203_L123,18,4,0.5
0200_0203_L123,09,5,0.5
0200_0203_L123,19,5,0.5
0200_0203_L123,07,6,0.5
0200_0203_L123,19,6,0.5
0200_0203_9210,19,1,0.5
0200_0203_9210,18,1,0.5
0200_0203_9210,07,2,0.5
0200_0203_9210,19,2,0.5
0200_0203_9210,04,3,0.5
0200_0203_9210,19,3,0.5
0200_0204_9081,16,1,0.5
0200_0204_9081,18,1,0.5
0200_0204_9081,04,2,0.5
0200_0204_9081,16,2,0.5
0200_0204_9081,09,3,0.5
0200_0204_9081,19,3,0.5
0200_0204_9081,06,4,0.5
0200_0204_9081,19,4,0.5
0200_0204_9081,13,5,0.5
0200_0204_9081,19,5,0.5
0200_0204_9152,19,1,0.5
0200_0204_9152,18,1,0.5
0200_0204_9152,04,2,0.5
0200_0204_9152,19,2,0.5
0200_0204_9152,04,3,0.5
0200_0204_9152,18,3,0.5
0200_0204_9152,06,4,0.5
0200_0204_9152,19,4,0.5
0200_0204_9152,04,5,0.5
0200_0204_9152,17,5,0.5
0200_0204_9152,09,6,0.5
0200_0204_9152,19,6,0.5
0200_0204_9240,06,1,0.5
0200_0204_9240,09,1,0.5
0200_0204_9240,06,2,0.5
0200_0204_9240,11,2,0.5
0200_0204_9240,06,3,0.5
0200_0204_9240,18,3,0.5
0200_0204_9240,09,4,0.5
0200_0204_9240,11,4,0.5
0200_0204_9240,09,5,0.5
0200_0204_9240,18,5,0.5
0200_0204_9240,11,6,0.5
0200_0204_9240,18,6,0.5
0200_0206_9351,02,1,0.5
0200_0206_9351,07,1,0.5
0200_0206_9351,02,2,0.5
0200_0206_9351,16,2,0.5
0200_0206_9351,07,3,0.5
0200_0206_9351,16,3,0.5
0300_3011_9056,04,1,0.5
0300_3011_9056,16,1,0.5
0300_3011_9056,04,2,0.5
0300_3011_9056,18,2,0.5
0300_3011_9056,16,3,0.5
0300_3011_9056,18,3,0.5
0300_3011_9869,04,1,0.5
0300_3011_9869,16,1,0.5
0300_3011_9869,04,2,0.5
0300_3011_9869,18,2,0.5
0300_3011_9869,16,3,0.5
0300_3011_9869,18,3,0.5
0300_3011_9140,04,1,0.5
0300_3011_9140,16,1,0.5
0300_3011_9140,04,2,0.5
0300_3011_9140,18,2,0.5
0300_3011_9140,16,3,0.5
0300_3011_9140,18,3,0.5
0300_3011_9888,04,1,0.5
0300_3011_9888,16,1,0.5
0300_3011_9888,04,2,0.5
0300_3011_9888,18,2,0.5
0300_3011_9888,16,3,0.5
0300_3011_9888,18,3,0.5
0300_3011_9205,04,1,0.5
0300_3011_9205,16,1,0.5
0300_3011_9205,04,2,0.5
0300_3011_9205,18,2,0.5
0300_3011_9205,16,3,0.5
0300_3011_9205,18,3,0.5
0300_3011_8005,04,1,0.5
0300_3011_8005,16,1,0.5
0300_3011_8005,04,2,0.5
0300_3011_8005,18,2,0.5
0300_3011_8005,16,3,0.5
0300_3011_8005,18,3,0.5
0300_3012_L194,07,1,0.5
0300_3012_L194,10,1,0.5
0300_3012_L194,07,2,0.5
0300_3012_L194,16,2,0.5
0300_3012_L194,10,3,0.5
0300_3012_L194,16,3,0.5
0300_3012_L346,16,1,0.5
0300_3012_L346,02,1,0.5
0300_3012_L346,16,2,0.5
0300_3012_L346,07,2,0.5
0300_3012_L346,16,3,0.5
0300_3012_L346,10,3,0.5
0300_3012_L346,16,4,0.5
0300_3012_L346,18,4,0.5
0300_3012_L021,04,1,0.5
0300_3012_L021,16,1,0.5
0300_3012_L021,04,2,0.5
0300_3012_L021,18,2,0.5
0300_3012_L021,16,3,0.5
0300_3012_L021,18,3,0.5
0300_3012_L140,04,1,0.5
0300_3012_L140,16,1,0.5
0300_3012_L140,04,2,0.5
0300_3012_L140,18,2,0.5
0300_3012_L140,16,3,0.5
0300_3012_L140,18,3,0.5
0300_3012_8405,04,1,0.5
0300_3012_8405,16,1,0.5
0300_3012_8405,04,2,0.5
0300_3012_8405,18,2,0.5
0300_3012_8405,16,3,0.5
0300_3012_8405,18,3,0.5
0300_3012_9235,04,1,0.5
0300_3012_9235,13,1,0.5
0300_3012_9235,04,2,0.5
0300_3012_9235,18,2,0.5
0300_3012_9235,13,3,0.5
0300_3012_9235,18,3,0.5
0300_3013_9500,02,1,0.5
0300_3013_9500,16,1,0.5
0300_3013_9500,02,2,0.5
0300_3013_9500,07,2,0.5
0300_3013_9504,02,1,0.5
0300_3013_9504,16,1,0.5
0300_3013_9504,02,2,0.5
0300_3013_9504,07,2,0.5
0300_3013_L066,02,1,0.5
0300_3013_L066,16,1,0.5
0300_3013_L066,02,2,0.5
0300_3013_L066,07,2,0.5
0300_3013_9890,02,1,0.5
0300_3013_9890,16,1,0.5
0300_3013_9890,02,2,0.5
0300_3013_9890,07,2,0.5
0300_3014_L299,16,1,0.5
0300_3014_L299,18,1,0.5
0300_3014_L299,10,2,0.5
0300_3014_L299,18,2,0.5
0300_3014_L299,07,3,0.5
0300_3014_L299,18,3,0.5
0300_3014_L138,16,1,0.5
0300_3014_L138,18,1,0.5
0300_3014_L138,10,2,0.5
0300_3014_L138,18,2,0.5
0300_3014_L138,03,3,0.5
0300_3014_L138,18,3,0.5
0300_0300_9002,17,1,0.5
0300_0300_9002,18,1,0.5
0300_0300_9002,04,2,0.5
0300_0300_9002,18,2,0.5
0300_0300_9002,09,3,0.5
0300_0300_9002,18,3,0.5
0300_0300_9011,02,1,0.5
0300_0300_9011,07,1,0.5
0300_0300_9011,02,2,0.5
0300_0300_9011,16,2,0.5
0300_0300_9012,02,1,0.5
0300_0300_9012,07,1,0.5
0300_0300_9012,02,2,0.5
0300_0300_9012,16,2,0.5
0300_0300_9015,02,1,0.5
0300_0300_9015,07,1,0.5
0300_0300_9015,02,2,0.5
0300_0300_9015,16,2,0.5
0300_0300_9015,07,3,0.5
0300_0300_9015,16,3,0.5
0300_0300_9016,02,1,0.5
0300_0300_9016,07,1,0.5
0300_0300_9016,02,2,0.5
0300_0300_9016,16,2,0.5
0300_0300_9016,07,3,0.5
0300_0300_9016,16,3,0.5
0300_0300_9351,02,1,0.5
0300_0300_9351,07,1,0.5
0300_0300_9351,02,2,0.5
0300_0300_9351,16,2,0.5
0300_0300_9041,02,1,0.5
0300_0300_9041,07,1,0.5
0300_0300_9041,02,2,0.5
0300_0300_9041,16,2,0.5
0300_0300_9041,07,3,0.5
0300_0300_9041,16,3,0.5
0300_0300_9069,03,1,0.5
0300_0300_9069,10,1,0.5
0300_0300_9081,04,1,0.5
0300_0300_9081,19,1,0.5
0300_0300_9081,09,2,0.5
0300_0300_9081,19,2,0.5
0300_0300_9081,19,3,0.5
0300_0300_9081,18,3,0.5
0300_0300_9853,17,1,0.5
0300_0300_9853,18,1,0.5
0300_0300_L221,07,1,0.5
0300_0300_L221,19,1,0.5
0300_0300_9455,07,1,0.5
0300_0300_9455,19,1,0.5
0300_0300_9089,07,1,0.5
0300_0300_9089,19,1,0.5
0300_0300_L223,07,1,0.5
0300_0300_L223,19,1,0.5
0300_0300_L209,07,1,0.5
0300_0300_L209,19,1,0.5
0300_0300_L209,02,2,0.5
0300_0300_L209,19,2,0.5
0300_0300_L209,10,3,0.5
0300_0300_L209,19,3,0.5
0300_0300_9113,07,1,0.5
0300_0300_9113,19,1,0.5
0300_0300_9119,02,1,0.5
0300_0300_9119,19,1,0.5
0300_0300_9119,07,2,0.5
0300_0300_9119,19,2,0.5
0300_0300_9123,07,1,0.5
0300_0300_9123,19,1,0.5
0300_0300_9125,07,1,0.5
0300_0300_9125,19,1,0.5
0300_0300_L202,07,1,0.5
0300_0300_L202,19,1,0.5
0300_0300_L217,02,1,0.5
0300_0300_L217,19,1,0.5
0300_0300_L217,07,2,0.5
0300_0300_L217,19,2,0.5
0300_0300_9096,07,1,0.5
0300_0300_9096,19,1,0.5
0300_0300_9099,02,1,0.5
0300_0300_9099,19,1,0.5
0300_0300_9099,07,2,0.5
0300_0300_9099,19,2,0.5
0300_0300_9104,07,1,0.5
0300_0300_9104,19,1,0.5
0300_0300_9141,07,1,0.5
0300_0300_9141,19,1,0.5
0300_0300_9146,02,1,0.5
0300_0300_9146,07,1,0.5
0300_0300_9146,02,2,0.5
0300_0300_9146,16,2,0.5
0300_0300_9147,09,1,0.5
0300_0300_9147,16,1,0.5
0300_0300_9147,02,2,0.5
0300_0300_9147,16,2,0.5
0300_0300_9147,04,3,0.5
0300_0300_9147,16,3,0.5
0300_0300_L187,04,1,0.5
0300_0300_L187,18,1,0.5
0300_0300_L187,17,2,0.5
0300_0300_L187,18,2,0.5
0300_0300_L187,16,3,0.5
0300_0300_L187,18,3,0.5
0300_0300_9194,13,1,0.5
0300_0300_9194,18,1,0.5
0300_0300_9194,05,2,0.5
0300_0300_9194,18,2,0.5
0300_0300_9194,08,3,0.5
0300_0300_9194,18,3,0.5
0300_0300_9194,01,4,0.5
0300_0300_9194,18,4,0.5
0300_0300_9194,15,5,0.5
0300_0300_9194,18,5,0.5
0300_0300_9194,13,6,0.5
0300_0300_9194,15,6,0.5
0300_0300_9196,13,1,0.5
0300_0300_9196,18,1,0.5
0300_0300_9196,05,2,0.5
0300_0300_9196,18,2,0.5
0300_0300_9196,08,3,0.5
0300_0300_9196,18,3,0.5
0300_0300_9196,08,4,0.5
0300_0300_9196,13,4,0.5
0300_0300_9196,01,5,0.5
0300_0300_9196,13,5,0.5
0300_0300_9196,05,6,0.5
0300_0300_9196,13,6,0.5
0300_0300_9204,13,1,0.5
0300_0300_9204,18,1,0.5
0300_0300_9204,05,2,0.5
0300_0300_9204,18,2,0.5
0300_0300_9204,08,3,0.5
0300_0300_9204,18,3,0.5
0300_0300_9204,13,4,0.5
0300_0300_9204,15,4,0.5
0300_0300_9204,05,5,0.5
0300_0300_9204,15,5,0.5
0300_0300_9204,08,6,0.5
0300_0300_9204,15,6,0.5
0300_0300_9209,07,1,0.5
0300_0300_9209,19,1,0.5
0300_0300_9209,02,2,0.5
0300_0300_9209,19,2,0.5
0300_0300_9209,04,3,0.5
0300_0300_9209,19,3,0.5
0300_0300_9813,02,1,0.3333
0300_0300_9813,07,1,0.3333
0300_0300_9813,19,1,0.3333
0300_0300_L298,07,1,0.5
0300_0300_L298,16,1,0.5
0300_0300_L298,02,2,0.5
0300_0300_L298,16,2,0.5
0300_0300_L254,10,1,0.5
0300_0300_L254,16,1,0.5
0300_0300_L254,10,2,0.5
0300_0300_L254,18,2,0.5
0300_0300_L254,16,3,0.5
0300_0300_L254,18,3,0.5
0300_0300_9214,18,1,0.5
0300_0300_9214,06,1,0.5
0300_0300_9214,18,2,0.5
0300_0300_9214,12,2,0.5
0300_0300_9214,18,3,0.5
0300_0300_9214,13,3,0.5
0300_0300_9214,18,4,0.5
0300_0300_9214,16,4,0.5
0300_0300_9219,02,1,0.5
0300_0300_9219,16,1,0.5
0300_0300_9219,02,2,0.5
0300_0300_9219,18,2,0.5
0300_0300_9219,16,3,0.5
0300_0300_9219,18,3,0.5
0300_0300_9223,07,1,0.5
0300_0300_9223,19,1,0.5
0300_0300_9252,18,1,0.5
0300_0300_9252,01,1,0.5
0300_0300_9252,18,2,0.5
0300_0300_9252,05,2,0.5
0300_0300_9252,18,3,0.5
0300_0300_9252,08,3,0.5
0300_0300_9252,18,4,0.5
0300_0300_9252,13,4,0.5
0400_0400_9257,10,1,0.5
0400_0400_9257,16,1,0.5
0400_0400_9257,03,2,0.5
0400_0400_9257,10,2,0.5
0400_0400_9257,10,3,0.5
0400_0400_9257,12,3,0.5
0400_0400_9015,02,1,0.5
0400_0400_9015,07,1,0.5
0400_0400_9015,02,2,0.5
0400_0400_9015,16,2,0.5
0400_0400_9015,02,3,0.5
0400_0400_9015,18,3,0.5
0400_0400_9015,07,4,0.5
0400_0400_9015,16,4,0.5
0400_0400_9015,07,5,0.5
0400_0400_9015,18,5,0.5
0400_0400_9015,16,6,0.5
0400_0400_9015,18,6,0.5
0400_0400_9016,02,1,0.5
0400_0400_9016,07,1,0.5
0400_0400_9016,02,2,0.5
0400_0400_9016,16,2,0.5
0400_0400_9016,02,3,0.5
0400_0400_9016,18,3,0.5
0400_0400_9016,07,4,0.5
0400_0400_9016,16,4,0.5
0400_0400_9016,07,5,0.5
0400_0400_9016,18,5,0.5
